Year,Month,Day,CAN,YAK,TAY,LAN,TOR,NOR,ALT,LOT,PAK
1901,1,16,0.03535098663873562,0.00554405920644116,0.011735610656159148,0.2692515056329172,0.3019112099883466,0.266878181327944,0.07947773415510528,0.36238702830547903,0.2232505536354637
1901,2,15,0.03319498809041182,0.01314543492326594,0.03882769883670972,0.11042003484639329,0.12374783985926269,0.22526659393251364,0.11690989242945843,0.27164410712512976,0.24200446630808997
1901,3,16,0.08105001906543824,0.0435037635091238,0.08184682593071502,0.23559888620060485,0.20770668012725152,0.36238702830547903,0.23141505169093857,0.4411593198979518,0.5006363090356607
1901,4,16,0.14516244953361535,0.16077483068357945,0.1578265859330223,0.45635468386526484,0.35927346399978555,0.638365643813706,0.4300672621977019,0.6811031665525672,0.6762327147260709
1901,5,16,0.5220306584688729,0.412144549787289,0.47202597402366464,0.7263536787716525,0.5308192794794219,0.9612700806986987,0.7852571322370795,0.9095400917805436,0.8663092947491254
1901,6,16,1.2441350945812064,0.9222365804638852,0.8907847350400708,1.3564904741882404,0.9813281660307673,1.3122621379669488,1.1951040714433108,1.203155701616725,1.08726260559247
1901,7,16,1.5875668954572382,1.1021229353130118,1.3475413810716863,1.7715307956582118,1.3122621379669488,1.8058690527730668,1.4020257484057594,1.3386441251867165,1.4584395527766725
1901,8,16,1.2112550905647514,0.9158689278522835,1.260868080178582,1.30357054455601,1.0580712027538408,1.4394171188077765,1.1870999587710893,1.2441350945812064,1.4873881463835035
1901,9,16,0.8365516447503637,0.5133748670827035,0.6291973956327173,0.9612700806986987,0.7908157503157398,1.08726260559247,0.802037423816417,1.1021229353130118,1.1323816013982793
1901,10,16,0.3531194689923795,0.10326704207014978,0.1879485152438897,0.705924130446149,0.6337668394955529,0.8663092947491254,0.28390124109261955,0.7964091130121354,0.705924130446149
1901,11,16,0.09022002839745802,0.01590625848244087,0.05961232640312615,0.24856893679653677,0.25079299123520793,0.3848811708177017,0.22934869813438946,0.48818655886552986,0.5133748670827035
1901,12,16,0.07346462384548472,0.010833366843655838,0.019194167470861508,0.11470874258353453,0.14516244953361535,0.264523994068994,0.06720116641398385,0.46413001250679403,0.30456758727801414
1902,1,16,0.05020417998115182,0.0028463936051842634,0.019194167470861508,0.12492251139475548,0.14516244953361535,0.3237683647632718,0.13469443500118447,0.46413001250679403,0.25079299123520793
1902,2,15,0.05784246124682873,0.00943437197563172,0.024910985533895952,0.14247779281928313,0.16077483068357945,0.2692515056329172,0.14247779281928313,0.40516834096614107,0.2598724746280262
1902,3,16,0.03724537207321598,0.022850954785927996,0.07061747806888345,0.1652918735406934,0.14927643079181244,0.3410992862932853,0.20770668012725152,0.5176862740855324,0.4192302166946394
1902,4,16,0.1563711104839952,0.101302872602053,0.15929444611831717,0.36238702830547903,0.28390124109261955,0.5264082465960891,0.33523039298113116,0.747304490150718,0.6476519846728149
1902,5,16,0.5533840320292823,0.3237683647632718,0.4337360260741305,0.6337668394955529,0.4602273727626923,0.747304490150718,0.705924130446149,0.6811031665525672,0.954664952341534
1902,6,16,1.235842237785739,0.9480999395298644,0.7908157503157398,0.9612700806986987,0.6909372986442485,1.1323816013982793,1.0798989561288492,1.0508822889252258,1.260868080178582
1902,7,16,1.6082994539440802,1.1096199222589602,1.4584395527766725,1.1951040714433108,0.8907847350400708,1.1633703279400431,1.269308536302198,1.3386441251867165,1.411292515987717
1902,8,16,1.2524769315562716,0.813399624195797,1.260868080178582,1.1477837828654396,0.9222365804638852,1.1021229353130118,1.1870999587710893,1.2194025622739744,1.448900822966736
1902,9,16,0.768787974036368,0.4602273727626923,0.7315420709985173,0.7742434315983414,0.6337668394955529,0.8663092947491254,0.8723717863172363,1.0508822889252258,1.1323816013982793
1902,10,16,0.3686882070879855,0.10326704207014978,0.16992486857940237,0.4086428666372111,0.35927346399978555,0.6011562116818694,0.398300035857636,0.7526249729127923,0.7633665387912244
1902,11,16,0.06720116641398385,0.01314543492326594,0.02438051421516266,0.29666185325935435,0.29406857013228244,0.4411593198979518,0.14381438104526503,0.5308192794794219,0.4525117352023692
1902,12,16,0.03842642107501674,0.005346963508337208,0.021410334746245346,0.22526659393251364,0.264523994068994,0.2740561026347913,0.08105001906543824,0.4192302166946394,0.28141011963293605
1903,1,16,0.03389981383776069,0.007380775850807989,0.017968150245299776,0.17954950429582245,0.20397868617401527,0.24417479494164704,0.08848501037985207,0.4086428666372111,0.19492499431332358
1903,2,15,0.05228593080594312,0.01438422915658281,0.04579600866150087,0.24417479494164704,0.264523994068994,0.4602273727626923,0.18967087148547238,0.49645459549471266,0.23141505169093857
1903,3,16,0.06720116641398385,0.034257370297132626,0.06204961469772544,0.3500787030489772,0.3072453012627378,0.5580005381692135,0.1652918735406934,0.5720614319145675,0.29666185325935435
1903,4,16,0.14115259635140953,0.08678066179569702,0.1683674887956463,0.40516834096614107,0.3237683647632718,0.5442552796955045,0.3294538560923283,0.5176862740855324,0.5720614319145675
1903,5,16,0.4923047474399588,0.45635468386526484,0.46413001250679403,0.7211978644987613,0.5308192794794219,0.8723717863172363,0.6860046378358027,0.8784717243721161,0.8249038738819208
1903,6,16,1.3210048053457164,0.9158689278522835,0.8483445262729107,1.08726260559247,0.7797330895636643,1.1477837828654396,0.954664952341534,1.0437364510769724,1.1870999587710893
1903,7,16,1.5670694607367222,1.1951040714433108,1.5875668954572382,1.269308536302198,0.9350893071965957,1.3297987155612054,1.2194025622739744,1.227598114873609,1.3654919319474887
1903,8,16,1.3297987155612054,0.8969982073636494,1.1477837828654396,1.2194025622739744,0.9813281660307673,1.1951040714433108,1.0437364510769724,1.2524769315562716,1.4020257484057594
1903,9,16,0.7633665387912244,0.47601972367215367,0.7526249729127923,0.8663092947491254,0.705924130446149,1.015579971648209,0.768787974036368,1.0798989561288492,1.1712333258104757
1903,10,16,0.24856893679653677,0.11042003484639329,0.23559888620060485,0.33815321250765645,0.30456758727801414,0.5768196564448042,0.33233065363581776,0.8663092947491254,0.7797330895636643
1903,11,16,0.07947773415510528,0.027141064616775668,0.05228593080594312,0.28141011963293605,0.2864124745918821,0.4192302166946394,0.1578265859330223,0.5864444532726852,0.4337360260741305
1903,12,16,0.0974769843398749,0.0028826102239877505,0.01961969446873475,0.24856893679653677,0.28894404236700316,0.3783276484162285,0.09842081996894843,0.412144549787289,0.27164410712512976
1904,1,16,0.0360978295456551,0.005219194581899732,0.02117854189785921,0.27164410712512976,0.3072453012627378,0.3750892448741023,0.09654146114175859,0.3949058702736455,0.17307927276720572
1904,2,15,0.024119202932341027,0.006401681577479244,0.01816733226475303,0.10326704207014978,0.12028431899640095,0.22934869813438946,0.1506713176328853,0.43743330854245943,0.27164410712512976
1904,3,16,0.048693210779346005,0.03216303584623426,0.08026034110747679,0.23985177015699385,0.21535034509403772,0.3500787030489772,0.14115259635140953,0.5006363090356607,0.44491426069810724
1904,4,16,0.2232505536354637,0.12730256715185614,0.2021377423750035,0.5006363090356607,0.3915381409802734,0.6201459428547512,0.3294538560923283,0.7367632234953649,0.6713931178777732
1904,5,16,0.5533840320292823,0.3126653574281668,0.5006363090356607,0.6860046378358027,0.4923047474399588,0.802037423816417,0.8723717863172363,0.9415747742506521,0.8907847350400708
1904,6,16,1.227598114873609,0.7315420709985173,1.072579322816437,1.117161912473846,0.802037423816417,1.1477837828654396,1.2441350945812064,1.1870999587710893,1.260868080178582
1904,7,16,1.546805176326376,0.9480999395298644,1.5875668954572382,1.3210048053457164,0.9679155149713755,1.3654919319474887,1.2777988017467927,1.5367598185892122,1.4584395527766725
1904,8,16,1.1712333258104757,0.8602840519698725,1.448900822966736,1.1712333258104757,0.9350893071965957,1.227598114873609,1.1870999587710893,1.3475413810716863,1.448900822966736
1904,9,16,0.6523398503817459,0.43743330854245943,0.6618057867720727,0.9158689278522835,0.7526249729127923,0.9746014660652549,0.7526249729127923,0.9415747742506521,1.0653034799455627
1904,10,16,0.33233065363581776,0.0974769843398749,0.2740561026347913,0.5913115166039266,0.5264082465960891,0.6959013247944554,0.412144549787289,0.802037423816417,0.6762327147260709
1904,11,16,0.09654146114175859,0.026003988631438022,0.06330230264185067,0.19850138908982956,0.20770668012725152,0.35927346399978555,0.24856893679653677,0.5264082465960891,0.47601972367215367
1904,12,16,0.09469508690933738,0.006713812972995813,0.027141064616775668,0.10730059399844574,0.13469443500118447,0.2914960163141716,0.15492793973926253,0.48004426003992595,0.30994450622404923
1905,1,16,0.04626758604580228,0.006250705371944435,0.023099573498777753,0.1506713176328853,0.17467648329282695,0.25529584412551143,0.12028431899640095,0.33815321250765645,0.19670575305594534
1905,2,15,0.0626730820641863,0.0056791724031539405,0.034257370297132626,0.18286696529524105,0.2021377423750035,0.35618433205269456,0.08593985014995745,0.4086428666372111,0.16682317486688875
1905,3,16,0.08346206010510525,0.02335067975465889,0.06653640231013853,0.266878181327944,0.23559888620060485,0.44869833273275456,0.10937110514827957,0.5442552796955045,0.28390124109261955
1905,4,16,0.219267882329746,0.10833131212353539,0.1879485152438897,0.3783276484162285,0.29927598984500153,0.5006363090356607,0.28141011963293605,0.6337668394955529,0.5864444532726852
1905,5,16,0.6429939711158054,0.35927346399978555,0.5048501119298575,0.768787974036368,0.5626521139457117,0.8846093259417787,0.7109832705211528,0.8077008647395393,0.9286433114116314
1905,6,16,1.3297987155612054,0.7964091130121354,0.8191338914296127,1.2777988017467927,0.9158689278522835,1.411292515987717,1.0086464189514435,1.1791432026548052,1.2194025622739744
1905,7,16,1.4971492289929935,0.9158689278522835,1.6719325169568817,1.4873881463835035,1.1021229353130118,1.4299878862053648,1.420613139533233,1.5267716744718602,1.4971492289929935
1905,8,16,1.269308536302198,0.8191338914296127,1.203155701616725,1.2194025622739744,0.9746014660652549,1.2194025622739744,1.1951040714433108,1.2524769315562716,1.448900822966736
1905,9,16,0.6959013247944554,0.48818655886552986,0.7579789269694355,0.8424298522376009,0.6909372986442485,0.9415747742506521,0.7797330895636643,1.08726260559247,1.1247490617016531
1905,10,16,0.28141011963293605,0.10033368685496828,0.22125103042530414,0.37187615395839163,0.33233065363581776,0.509096225242481,0.4192302166946394,0.6246571504363365,0.8249038738819208
1905,11,16,0.13596397913418537,0.014064808591255489,0.04969580095391137,0.2692515056329172,0.27164410712512976,0.43743330854245943,0.20397868617401527,0.5442552796955045,0.5133748670827035
1905,12,16,0.05668952997575408,0.005094259388067346,0.030187229878459603,0.24200446630808997,0.2864124745918821,0.43743330854245943,0.12610739771615176,0.45635468386526484,0.2764877067749383
1906,1,16,0.020274329470932283,0.003749315737279804,0.017191409854635322,0.23141505169093857,0.2598724746280262,0.32095935604307185,0.06787202182384103,0.4228145647672206,0.18967087148547238
1906,2,15,0.048693210779346005,0.006176460057671611,0.026003988631438022,0.19315900145758252,0.2114969208498173,0.34706185451156896,0.06457819003429092,0.3750892448741023,0.22125103042530414
1906,3,16,0.09198622408827888,0.02893282381748186,0.07793350375656735,0.17791151195059932,0.1563711104839952,0.37187615395839163,0.25529584412551143,0.4602273727626923,0.40172079356742907
1906,4,16,0.18286696529524105,0.17149542965682388,0.22125103042530414,0.4923047474399588,0.3848811708177017,0.6476519846728149,0.5048501119298575,0.638365643813706,0.6291973956327173
1906,5,16,0.6156636125709467,0.4300672621977019,0.48818655886552986,0.7315420709985173,0.5352639731392714,0.9222365804638852,0.6570577273625485,0.8723717863172363,0.9480999395298644
1906,6,16,1.3386441251867165,1.0508822889252258,1.117161912473846,1.1870999587710893,0.8483445262729107,1.269308536302198,1.1791432026548052,1.0798989561288492,1.260868080178582
1906,7,16,1.6082994539440802,1.117161912473846,1.5069667083820484,1.5267716744718602,1.140059840998313,1.4299878862053648,1.117161912473846,1.3210048053457164,1.5367598185892122
1906,8,16,1.203155701616725,0.9286433114116314,1.5979035635521046,1.08726260559247,0.8602840519698725,1.2524769315562716,1.3386441251867165,1.3386441251867165,1.516840764184815
1906,9,16,0.7908157503157398,0.5533840320292823,0.7742434315983414,0.8483445262729107,0.6909372986442485,0.9746014660652549,0.802037423816417,1.0017546884461395,1.1247490617016531
1906,10,16,0.3783276484162285,0.15929444611831717,0.2575748666523599,0.5442552796955045,0.48004426003992595,0.7109832705211528,0.3949058702736455,0.9158689278522835,0.7964091130121354
1906,11,16,0.09288117172492567,0.015043261510432858,0.04047171674816732,0.29406857013228244,0.3019112099883466,0.5488023533665455,0.12374783985926269,0.6429939711158054,0.49645459549471266
1906,12,16,0.03763528869984914,0.007468326419519938,0.03802896073590573,0.19492499431332358,0.23771664116048866,0.31540801113137973,0.1398386906613684,0.36552522703715173,0.35927346399978555
1907,1,16,0.04261680445039755,0.0036122258910338757,0.01757581962723304,0.147893384369598,0.1652918735406934,0.28390124109261955,0.07346462384548472,0.3783276484162285,0.2575748666523599
1907,2,15,0.02386047646350586,0.008697473554975065,0.024119202932341027,0.23349839875364556,0.25529584412551143,0.3410992862932853,0.08934865358533446,0.33523039298113116,0.22729927434521113
1907,3,16,0.05281862062018365,0.02117854189785921,0.07061747806888345,0.3500787030489772,0.29927598984500153,0.47202597402366464,0.1879485152438897,0.44491426069810724,0.35927346399978555
1907,4,16,0.18454667789870863,0.147893384369598,0.1879485152438897,0.49645459549471266,0.3848811708177017,0.5962153530103731,0.4300672621977019,0.5720614319145675,0.6860046378358027
1907,5,16,0.6246571504363365,0.4156736129825431,0.47202597402366464,0.6476519846728149,0.4602273727626923,0.7742434315983414,0.802037423816417,0.9286433114116314,0.8077008647395393
1907,6,16,1.2441350945812064,0.8542958790486401,1.0017546884461395,1.2863390427246293,0.9350893071965957,1.1870999587710893,1.0086464189514435,1.094670497867226,1.0580712027538408
1907,7,16,1.5069667083820484,1.1477837828654396,1.5670694607367222,1.3564904741882404,1.0086464189514435,1.2949295106317156,1.08726260559247,1.1555538924006465,1.4776828926964976
1907,8,16,1.227598114873609,0.8249038738819208,1.2863390427246293,1.094670497867226,0.8784717243721161,1.08726260559247,1.2863390427246293,1.30357054455601,1.4299878862053648
1907,9,16,0.7633665387912244,0.49645459549471266,0.7420172984200354,0.7964091130121354,0.6523398503817459,0.9350893071965957,0.8846093259417787,1.117161912473846,1.0580712027538408
1907,10,16,0.31540801113137973,0.17628721146054846,0.22125103042530414,0.6011562116818694,0.5397425625539715,0.8663092947491254,0.38819663243666447,0.90324992560064,0.6909372986442485
