WMO Index,Year,January,February,March,April,May,June,July,August,September,October,November,December
22217,1965,-10.7,-13.8,-8.9,-1.4,2.4,10.6,12.8,11.2,7.8,0.4,-8.1,-11.1
22217,1966,-18.7,-21.4,-16.0,-5.0,3.8,10.4,13.9,11.5,4.3,-2.0,-2.4,-9.1
22217,1967,-15.0,-8.8,-1.9,0.4,4.3,10.7,14.7,15.3,8.5,2.0,0.2,-15.4
22217,1968,-20.7,-14.0,-7.5,-3.2,3.0,11.2,10.9,10.8,4.6,-3.9,-5.3,-5.8
22217,1969,-15.8,-18.8,-9.8,-2.8,2.0,8.7,13.3,11.5,6.2,2.0,-4.4,-11.0
22217,1970,-11.8,-18.5,-5.0,-4.3,3.7,13.7,15.8,13.6,7.7,1.8,-6.2,-8.8
22217,1971,-11.8,-15.3,-11.6,-4.4,2.9,9.2,13.4,12.0,5.6,-1.0,-9.7,-10.8
22217,1972,-11.9,-11.6,-6.9,-1.5,3.6,13.1,18.1,14.5,6.6,1.3,-7.1,-2.4
22217,1973,-10.0,-11.8,-7.2,-0.7,5.1,12.9,17.7,11.4,4.0,-2.3,-9.0,-14.1
22217,1974,-9.8,-8.1,-4.3,-0.7,3.2,13.2,16.8,13.4,9.6,1.6,-5.3,-2.3
22217,1975,-10.0,-8.9,-2.6,-0.8,6.0,10.0,13.0,10.5,8.1,0.3,-3.3,-9.9
22217,1976,-15.9,-12.4,-9.8,-1.0,5.3,9.0,13.6,12.3,4.4,-2.2,-6.5,-8.3
22217,1977,-12.2,-12.8,-7.8,-1.5,4.6,10.4,14.7,11.5,5.7,-1.1,-3.0,-9.0
22217,1978,-13.9,-15.9,-7.2,-3.3,4.3,10.0,12.7,10.7,6.4,-0.2,-7.2,-17.8
22217,1979,-16.8,-14.2,-7.0,-5.7,5.5,10.6,15.1,12.4,7.8,-1.1,-4.6,-7.1
22217,1980,-13.5,-16.3,-10.4,-1.2,4.2,13.8,14.2,11.2,7.2,0.1,-9.8,-13.0
22217,1981,-10.1,-17.0,-11.6,-1.9,4.4,9.0,14.1,12.0,6.7,2.6,-4.4,-14.2
22217,1982,-18.3,-8.1,-5.6,-0.3,4.4,6.7,14.8,10.8,6.9,0.3,-2.5,-6.9
22217,1983,-10.0,-12.6,-7.2,0.8,5.0,10.3,15.3,10.7,7.9,1.5,-10.5,-13.3
22217,1984,-11.6,-7.6,-8.4,-0.4,8.7,12.3,13.3,11.0,6.0,0.5,-7.4,-6.3
22217,1985,-23.2,-20.6,-5.6,-3.5,2.4,11.2,14.6,13.0,8.0,1.7,-4.5,-17.9
22217,1986,-15.8,-14.0,-2.8,-1.7,3.9,13.1,13.8,10.4,4.7,2.3,-1.4,-16.3
22217,1987,-17.6,-15.3,-9.4,-2.2,4.6,10.5,12.4,9.5,7.0,6.1,-7.6,-13.9
22217,1988,-12.9,-11.0,-8.2,-3.0,5.2,12.4,16.6,12.8,7.9,1.5,-9.6,-13.9
22217,1989,-9.3,-8.3,-1.2,1.1,7.0,13.7,14.3,12.7,7.5,-0.3,-4.0,-10.8
22217,1990,-15.9,-2.2,-4.9,0.3,4.6,9.9,14.1,12.4,5.7,1.4,-8.8,-6.4
22217,1991,-12.3,-11.7,-10.0,0.1,3.5,10.8,,,,,,
22217,1992,-10.0,-6.2,-2.3,-5.0,6.9,11.8,12.0,10.3,9.2,-5.7,-8.3,-4.0
22217,1993,-8.6,-8.8,-6.1,-2.6,5.3,9.4,14.5,12.1,3.3,-1.6,-6.4,-10.4
22217,1994,-13.0,-12.8,-6.2,1.2,3.1,11.5,14.2,12.2,6.1,0.6,-6.3,-5.6
22217,1995,-7.7,-7.9,-3.0,-0.3,4.8,12.5,12.7,11.4,6.5,1.2,-9.2,-14.7
22217,1996,-9.0,-12.4,-6.4,-1.9,2.7,9.1,12.3,13.5,5.7,2.3,-2.5,-9.4
22217,1997,-13.4,-11.3,-5.3,-3.8,3.5,11.8,14.6,13.6,8.3,0.0,-5.8,-9.2
22217,1998,-12.0,-21.3,-9.7,-4.0,3.8,9.8,16.3,11.1,7.0,1.2,-8.1,-10.7
22217,1999,-16.5,-13.3,-7.0,0.0,1.5,13.3,14.7,10.7,8.2,3.4,-4.2,-10.3
22217,2000,-10.8,-10.0,-4.7,0.5,5.4,12.2,16.0,12.8,7.4,5.2,-1.7,-8.0
22217,2001,-5.8,-13.1,-10.9,-0.5,4.3,13.1,15.5,11.6,7.7,0.7,-7.3,-11.8
22217,2002,-13.1,-10.1,-6.5,-0.3,5.1,12.5,15.7,11.5,6.2,-1.1,-10.9,-13.6
22217,2003,-17.7,-6.6,-3.3,-1.1,6.7,9.1,17.1,13.3,7.7,1.8,-2.5,-9.5
22217,2004,-10.9,-12.4,-5.4,-1.4,4.7,10.7,16.9,12.5,7.8,1.2,-6.2,-6.7
22217,2005,-6.9,-10.1,-9.3,-0.2,5.1,12.4,15.8,14.5,8.3,3.7,0.8,-7.9
22217,2006,-10.0,-13.6,-9.9,0.7,5.9,13.9,13.5,12.9,7.5,0.1,-5.2,-4.8
22217,2007,-10.4,-18.3,-1.5,0.5,5.5,11.0,14.4,14.2,7.2,4.7,-3.8,-2.4
22217,2008,-9.0,-7.6,-7.1,-1.2,3.6,11.2,13.7,10.5,6.0,2.9,-3.3,-3.0
22217,2009,-10.0,-11.2,-6.9,-1.7,6.6,10.7,13.5,13.4,9.4,-0.7,-1.5,-9.1
22217,2010,-15.7,-14.3,-8.7,1.3,7.6,10.7,16.3,12.0,8.2,3.2,-7.0,-12.8
22217,2011,-12.9,-17.2,-5.2,2.1,6.4,14.0,16.3,12.0,9.0,3.9,-1.8,-2.5
22217,2012,-11.4,-15.2,-5.0,-1.0,6.4,11.2,14.0,11.7,8.1,1.3,-2.5,-14.4
22217,2013,-9.6,-7.8,-12.6,-0.5,7.1,13.7,15.5,14.7,9.2,1.0,-4.2,-7.2
22217,2014,-14.3,-4.7,-2.7,0.4,5.4,9.8,16.8,14.3,8.0,-0.2,-5.0,-7.8
22217,2015,-12.5,-7.4,-1.5,1.0,7.1,10.7,11.7,13.0,9.9,2.3,-2.0,-8.3
22217,2016,-16.9,-4.7,-3.6,1.4,9.2,11.6,17.7,13.3,8.3,2.7,-4.3,-6.9
22217,2017,-10.4,-8.8,-4.1,-1.9,3.1,8.8,15.0,12.4,6.9,2.4,-3.4,-7.6
22217,2018,-9.0,-11.5,-9.8,0.6,8.8,10.9,18.7,14.4,9.0,0.5,-0.7,-7.6
22217,2019,-13.2,-10.3,-6.2,2.0,5.6,11.9,12.9,11.7,8.2,-0.4,-5.4,-5.2
22217,2020,-9.0,-6.5,-3.9,-0.4,5.4,14.9,16.1,13.0,8.5,3.4,-0.1,-4.8
