WMO Index,Year,January,February,March,April,May,June,July,August,September,October,November,December
30433,1979,59.0,114.0,149.0,224.0,191.0,320.0,230.0,192.0,168.0,145.0,61.0,74.0
30433,1980,84.0,128.0,186.0,225.0,200.0,250.0,223.0,251.0,142.0,117.0,59.0,70.0
30433,1981,116.0,103.0,217.0,235.0,298.0,270.0,219.0,209.0,173.0,143.0,105.0,32.0
30433,1982,116.0,138.0,172.0,201.0,206.0,229.0,202.0,207.0,156.0,122.0,51.0,37.0
30433,1983,67.0,132.0,181.0,208.0,176.0,285.0,225.0,223.0,146.0,109.0,58.0,49.0
30433,1984,91.0,80.0,220.0,188.0,232.0,309.0,195.0,252.0,196.0,87.0,86.0,35.0
30433,1985,67.0,149.0,163.0,221.0,213.0,268.0,258.0,124.0,153.0,123.0,98.0,71.0
30433,1986,103.0,156.0,185.0,233.0,253.0,258.0,280.0,202.0,211.0,184.0,74.0,77.0
30433,1987,99.0,128.0,154.0,190.0,256.0,244.0,300.0,244.0,165.0,80.0,88.0,49.0
30433,1988,80.0,135.0,174.0,208.0,259.0,209.0,140.0,238.0,170.0,89.0,67.0,99.0
30433,1989,74.0,121.0,163.0,190.0,217.0,262.0,218.0,211.0,204.0,125.0,84.0,83.0
30433,1990,78.0,88.0,231.0,231.0,266.0,250.0,305.0,222.0,161.0,139.0,78.0,74.0
30433,1991,112.0,129.0,202.0,193.0,201.0,248.0,203.0,,,,83.0,81.0
30433,1992,61.0,92.0,181.0,169.0,306.0,197.0,243.0,225.0,129.0,166.0,83.0,46.0
30433,1993,85.0,112.0,188.0,203.0,193.0,253.0,307.0,155.0,157.0,113.0,79.0,55.0
30433,1994,50.0,137.0,210.0,168.0,234.0,272.0,332.0,175.0,135.0,184.0,97.0,69.0
30433,1995,63.0,133.0,161.0,263.0,262.0,237.0,289.0,288.0,140.0,122.0,67.0,76.0
30433,1996,56.0,146.0,229.0,231.0,252.0,252.0,316.0,256.0,164.0,104.0,82.0,53.0
30433,1997,122.0,118.0,237.0,288.0,242.0,285.0,243.0,190.0,176.0,123.0,76.0,68.0
30433,1998,109.0,109.0,227.0,249.0,213.0,222.0,213.0,225.0,142.0,111.0,100.0,59.0
30433,1999,113.0,143.0,250.0,191.0,279.0,293.0,247.0,179.0,188.0,124.0,79.0,90.0
30433,2000,131.0,160.0,205.0,189.0,265.0,298.0,223.0,263.0,193.0,130.0,110.0,108.0
30433,2001,93.0,122.0,194.0,240.0,266.0,292.0,208.0,226.0,158.0,134.0,84.0,105.0
30433,2002,64.0,115.0,170.0,234.0,322.0,226.0,239.0,268.0,158.0,182.0,108.0,98.0
30433,2003,99.0,116.0,240.0,211.0,318.0,324.0,242.0,198.0,157.0,84.0,91.0,72.0
30433,2004,95.0,115.0,162.0,228.0,209.0,260.0,250.0,230.0,147.0,114.0,96.0,119.0
30433,2005,134.0,183.0,231.0,244.0,301.0,256.0,315.0,266.0,215.0,110.0,92.0,126.0
30433,2006,85.0,148.0,174.0,223.0,248.0,268.0,319.0,208.0,179.0,127.0,109.0,86.0
30433,2007,101.0,101.0,210.0,228.0,218.0,249.0,322.0,272.0,153.0,112.0,96.0,76.0
30433,2008,118.0,138.0,201.0,234.0,287.0,278.0,224.0,225.0,169.0,99.0,86.0,70.0
30433,2009,129.0,122.0,190.0,215.0,143.0,297.0,326.0,208.0,140.0,177.0,94.0,102.0
30433,2010,80.0,130.0,237.0,237.0,245.0,212.0,284.0,217.0,183.0,115.0,70.0,79.0
30433,2011,127.0,133.0,193.0,251.0,272.0,321.0,252.0,194.0,173.0,99.0,120.0,114.0
30433,2012,63.0,106.0,215.0,168.0,223.0,269.0,208.0,183.0,228.0,118.0,85.0,122.0
30433,2013,120.0,128.0,208.0,225.0,267.0,286.0,243.0,268.0,136.0,120.0,46.0,92.0
30433,2014,62.0,82.0,190.0,254.0,281.0,306.0,282.0,216.0,189.0,164.0,75.0,92.0
30433,2015,58.0,167.0,182.0,214.0,305.0,294.0,292.0,185.0,171.0,150.0,133.0,64.0
30433,2016,110.0,122.0,210.0,211.0,240.0,359.0,310.0,196.0,224.0,149.0,93.0,60.0
30433,2017,114.0,141.0,247.0,208.0,244.0,285.0,251.0,213.0,145.0,104.0,83.0,62.0
30433,2018,85.0,117.0,188.0,227.0,238.0,,239.0,240.0,174.0,140.0,60.0,65.0
30433,2019,92.0,124.0,185.0,237.0,226.0,251.0,325.0,263.0,167.0,98.0,100.0,87.0
30433,2020,74.0,137.0,129.0,285.0,229.0,260.0,250.0,231.0,147.0,110.0,73.0,58.0
