29838;1891;1.2;1.6;2.8;4.0;7.7;12.8;16.5;14.0;9.7;5.7;2.9;2.4
29838;1892;1.6;1.5;2.0;4.4;9.9;14.8;17.2;14.8;9.5;5.7;2.0;2.0
29838;1893;0.5;1.2;4.3;6.9;6.9;12.7;14.9;14.3;9.6;5.9;4.3;2.1
29838;1894;1.9;2.5;2.8;3.9;8.7;12.9;16.0;14.0;9.5;5.1;3.5;1.6
29838;1895;1.3;1.3;3.2;5.1;8.0;11.7;18.3;12.9;10.0;5.2;3.5;1.6
29838;1896;1.5;2.0;1.9;4.5;7.9;14.5;16.8;14.0;9.7;6.1;3.9;1.6
29838;1897;1.1;1.7;1.9;5.2;7.3;13.5;16.5;13.7;9.3;5.3;3.2;1.6
29838;1898;2.4;1.3;1.3;4.5;6.5;13.9;16.1;13.7;9.1;5.5;3.9;3.2
29838;1899;2.3;1.7;2.7;5.7;9.2;13.7;14.3;13.9;9.3;5.7;4.0;1.5
29838;1900;;1.3;2.8;4.3;8.1;13.7;15.9;13.7;8.7;5.9;2.5;2.3
29838;1901;1.3;1.9;3.5;5.2;7.3;11.2;13.3;13.6;9.1;4.5;3.6;1.9
29838;1902;2.5;1.6;3.1;4.3;7.5;12.4;14.7;12.7;8.9;5.1;2.8;1.7
29838;1903;1.7;2.9;2.1;4.4;7.9;12.4;15.7;13.3;9.6;4.7;2.9;1.7
29838;1904;1.7;2.7;2.3;4.0;9.3;14.1;14.0;14.5;8.9;5.7;3.9;3.1
29838;1905;2.1;1.3;1.5;3.9;7.3;11.6;15.9;14.9;9.5;5.9;3.3;2.3
29838;1906;1.2;0.9;3.5;5.6;7.3;13.7;13.3;15.1;9.1;5.7;2.7;2.7
29838;1907;1.5;1.5;2.5;4.9;8.9;11.1;12.4;13.9;9.3;5.7;2.5;2.4
29838;1908;1.5;1.3;2.3;4.4;10.0;12.5;16.3;14.5;9.5;5.2;2.8;2.1
29838;1909;1.3;1.7;1.5;5.2;7.6;13.6;16.7;13.3;8.3;4.8;4.0;1.7
29838;1910;1.6;1.3;2.3;4.3;7.3;11.5;14.8;12.4;8.3;4.8;2.7;2.1
29838;1911;1.3;1.7;2.1;5.2;6.1;11.3;15.7;12.3;9.9;6.0;4.3;1.5
29838;1912;1.7;1.7;1.7;5.2;8.4;12.0;15.3;10.9;7.7;4.1;2.7;1.7
29838;1913;1.9;1.7;3.5;3.9;7.9;13.6;14.4;12.7;8.1;5.3;3.9;3.2
29838;1914;2.8;2.8;2.7;5.6;7.7;13.2;12.8;13.7;8.9;4.7;2.8;1.9
29838;1915;1.6;1.7;2.9;5.1;8.9;15.1;17.6;15.9;8.9;4.4;3.3;2.3
29838;1916;1.7;1.6;1.7;4.0;7.1;10.9;16.3;12.1;8.9;5.1;3.2;1.3
29838;1917;1.7;1.7;2.3;5.2;6.7;11.3;14.5;12.0;9.5;6.5;;
29838;1918;2.0;1.7;2.9;4.7;7.2;11.9;16.3;12.0;8.1;5.7;3.1;1.2
29838;1919;0.7;2.7;2.3;5.3;7.9;12.8;17.2;14.1;10.1;6.7;2.9;2.3
29838;1920;1.9;1.5;3.1;5.2;7.5;12.7;14.9;13.3;7.1;6.0;2.9;1.1
29838;1921;1.9;1.9;2.8;4.5;7.7;11.7;19.9;14.0;8.8;6.4;3.1;1.9
29838;1922;1.3;1.5;3.7;4.9;8.7;13.6;18.3;13.9;8.7;5.6;1.9;2.7
29838;1923;1.5;1.1;2.9;5.6;7.7;12.5;15.9;13.6;10.3;7.7;4.1;2.3
29838;1924;1.5;0.9;2.4;5.5;8.5;10.7;18.0;13.6;8.1;5.9;4.0;2.4
29838;1925;2.1;1.6;2.5;4.9;7.1;11.1;13.3;13.7;9.2;5.7;3.9;2.1
29838;1926;1.6;1.6;3.5;5.6;6.3;12.7;14.8;13.7;8.9;6.3;3.5;1.6
29838;1927;1.3;1.6;1.7;4.9;8.7;11.6;14.8;12.4;9.2;5.5;3.2;1.7
29838;1928;1.7;2.0;1.6;4.9;9.1;13.7;15.2;14.4;8.8;5.9;3.3;1.2
29838;1929;1.3;0.9;3.1;5.9;6.7;11.9;12.0;11.7;8.7;6.5;4.3;0.8
29838;1930;1.6;1.6;3.5;3.9;8.9;12.8;15.5;14.1;8.3;5.1;3.9;1.9
29838;1931;1.2;0.7;;4.5;6.0;13.5;13.1;13.2;8.7;6.1;2.8;1.9
29838;1932;2.3;1.9;2.8;4.7;6.4;12.0;17.1;11.6;9.5;6.5;3.9;2.3
29838;1933;0.8;1.1;2.5;5.6;6.5;9.9;14.7;14.7;7.5;4.7;3.7;1.7
29838;1934;1.6;2.3;2.3;4.4;7.3;12.8;14.8;13.7;7.5;5.2;;
29838;1935;1.2;2.4;2.5;4.5;8.0;12.8;13.3;12.1;8.7;5.9;2.1;1.2
29838;1936;1.4;1.5;2.1;3.8;6.6;10.9;14.9;13.0;9.9;7.1;3.8;2.2
29838;1937;1.4;1.7;2.2;3.8;7.5;12.1;14.9;11.8;8.2;5.8;2.9;1.4
29838;1938;1.1;2.3;3.0;5.4;8.3;13.1;17.2;12.8;8.3;5.5;3.9;1.2
29838;1939;1.3;2.2;2.4;6.0;7.5;13.8;15.7;13.0;8.0;4.8;2.8;2.8
29838;1940;1.0;1.6;3.3;5.5;7.0;11.8;15.7;13.8;9.1;5.4;3.0;2.4
29838;1941;2.0;1.2;3.2;4.6;7.4;13.2;14.5;13.5;8.7;5.4;2.6;1.7
29838;1942;1.5;1.2;2.5;5.2;6.5;12.7;17.0;14.1;11.0;5.9;4.2;2.5
