Year,Month,Day,CAN,YAK,TAY,LAN,TOR,NOR,ALT,LOT,PAK
1981,11,16,0.08,0.02,0.09,0.28,0.27,0.4,0.11,0.47,0.24
1981,12,16,0.08,0.0,0.08,0.08,0.1,0.24,0.1,0.3,0.22
1982,1,16,0.0,0.0,0.03,0.1,0.11,0.2,0.12,0.31,0.21
1982,2,15,0.06,0.03,0.06,0.24,0.26,0.32,0.1,0.36,0.17
1982,3,16,0.05,0.01,0.05,0.26,0.26,0.43,0.11,0.35,0.26
1982,4,16,0.12,0.14,0.27,0.34,0.29,0.45,0.35,0.46,0.36
1982,5,16,0.29,0.32,0.36,0.55,0.45,0.64,0.46,0.74,0.38
1982,6,16,0.68,0.54,0.68,0.59,0.42,0.67,0.61,1.01,0.41
1982,7,16,1.03,0.81,1.08,1.02,0.78,0.97,0.73,1.13,0.68
1982,8,16,0.82,0.58,1.07,0.95,0.79,1.02,0.7,1.06,0.82
1982,9,16,0.62,0.41,0.57,0.69,0.56,0.79,0.48,0.99,0.53
1982,10,16,0.21,0.13,0.14,0.47,0.4,0.63,0.38,0.66,0.52
1982,11,16,0.02,0.0,0.02,0.35,0.34,0.53,0.2,0.52,0.3
1982,12,16,0.03,0.0,0.03,0.24,0.26,0.44,0.14,0.36,0.13
1983,1,16,0.01,0.03,0.04,0.19,0.23,0.42,0.13,0.4,0.21
1983,2,15,0.01,0.0,0.05,0.2,0.2,0.27,0.15,0.24,0.19
1983,3,16,0.03,0.04,0.11,0.24,0.21,0.37,0.23,0.42,0.18
1983,4,16,0.13,0.13,0.15,0.45,0.4,0.56,0.19,0.55,0.44
1983,5,16,0.19,0.33,0.35,0.61,0.55,0.75,0.31,0.67,0.61
1983,6,16,0.75,0.59,0.69,0.81,0.62,0.85,0.52,0.96,0.62
1983,7,16,0.97,0.76,0.96,1.05,0.84,1.03,0.75,1.3,0.89
1983,8,16,0.88,0.75,1.0,0.82,0.6,0.9,0.75,1.11,1.0
1983,9,16,0.5,0.58,0.7,0.84,0.68,0.87,0.43,0.86,0.72
1983,10,16,0.2,0.09,0.27,0.49,0.39,0.61,0.34,0.59,0.34
1983,11,16,0.14,0.03,0.12,0.17,0.17,0.34,0.27,0.44,0.27
1983,12,16,0.07,0.01,0.05,0.1,0.16,0.36,0.12,0.34,0.2
1984,1,16,0.03,0.03,0.04,0.14,0.16,0.31,0.09,0.32,0.13
1984,2,15,0.02,0.01,0.04,0.27,0.3,0.38,0.05,0.29,0.05
1984,3,16,0.05,0.03,0.06,0.17,0.14,0.3,0.18,0.3,0.37
1984,4,16,0.15,0.17,0.13,0.38,0.34,0.51,0.15,0.41,0.39
1984,5,16,0.37,0.42,0.42,0.67,0.57,0.78,0.39,0.64,0.49
1984,6,16,0.81,0.63,0.72,0.83,0.68,0.92,0.69,0.84,0.58
1984,7,16,1.04,0.73,1.12,1.08,0.87,1.07,0.76,0.95,0.85
1984,8,16,0.86,0.53,0.97,0.9,0.72,1.02,0.73,1.09,0.99
1984,9,16,0.54,0.24,0.67,0.67,0.51,0.8,0.52,0.88,0.59
1984,10,16,0.25,0.12,0.2,0.48,0.45,0.75,0.32,0.69,0.34
1984,11,16,0.03,0.02,0.03,0.23,0.25,0.49,0.12,0.57,0.37
1984,12,16,0.03,0.0,0.04,0.27,0.3,0.43,0.03,0.34,0.07
1985,1,16,0.05,0.01,0.02,0.06,0.08,0.15,0.1,0.15,0.18
1985,2,15,0.02,0.04,0.02,0.05,0.06,0.15,0.08,0.23,0.23
1985,3,16,0.06,0.03,0.07,0.26,0.22,0.36,0.11,0.34,0.26
1985,4,16,0.06,0.17,0.23,0.25,0.21,0.37,0.31,0.52,0.42
1985,5,16,0.39,0.28,0.35,0.47,0.37,0.57,0.32,0.77,0.41
1985,6,16,0.71,0.47,0.8,0.82,0.66,0.85,0.49,0.82,0.51
1985,7,16,0.83,0.73,0.95,0.95,0.76,0.97,0.8,1.06,0.78
1985,8,16,0.73,0.6,0.94,1.05,0.85,1.08,0.71,0.97,0.79
1985,9,16,0.56,0.38,0.59,0.78,0.59,0.73,0.43,0.9,0.58
1985,10,16,0.22,0.16,0.28,0.5,0.41,0.68,0.29,0.57,0.38
1985,11,16,0.05,0.04,0.1,0.27,0.24,0.36,0.16,0.31,0.21
1985,12,16,0.08,0.01,0.03,0.06,0.09,0.26,0.09,0.39,0.22
1986,1,16,0.02,0.02,0.03,0.1,0.12,0.24,0.1,0.3,0.17
1986,2,15,0.05,0.02,0.06,0.12,0.14,0.2,0.09,0.08,0.2
1986,3,16,0.03,0.02,0.07,0.34,0.31,0.43,0.14,0.36,0.15
1986,4,16,0.06,0.16,0.16,0.32,0.28,0.44,0.22,0.45,0.29
1986,5,16,0.28,0.25,0.38,0.59,0.51,0.7,0.46,0.73,0.4
1986,6,16,0.66,0.66,0.63,0.92,0.72,0.94,0.58,1.01,0.52
1986,7,16,0.89,0.68,1.31,1.05,0.84,1.03,0.77,1.03,0.72
1986,8,16,0.8,0.73,1.04,0.86,0.62,0.9,0.72,0.93,0.72
1986,9,16,0.6,0.4,0.65,0.61,0.43,0.62,0.51,0.7,0.57
1986,10,16,0.24,0.13,0.32,0.51,0.44,0.62,0.24,0.76,0.45
1986,11,16,0.04,0.03,0.09,0.39,0.38,0.54,0.12,0.51,0.28
1986,12,16,0.08,0.01,0.05,0.07,0.11,0.28,0.1,0.37,0.19
1987,1,16,0.06,0.0,0.02,0.1,0.1,0.12,0.12,0.11,0.24
1987,2,15,0.04,0.01,0.04,0.11,0.14,0.27,0.15,0.33,0.25
1987,3,16,0.06,0.03,0.07,0.2,0.16,0.27,0.1,0.3,0.44
1987,4,16,0.1,0.08,0.14,0.3,0.27,0.43,0.25,0.58,0.39
1987,5,16,0.27,0.2,0.33,0.51,0.41,0.56,0.46,0.59,0.39
1987,6,16,0.66,0.49,0.51,0.79,0.65,0.85,0.46,0.91,0.48
1987,7,16,0.94,0.74,1.03,0.85,0.67,0.93,0.81,1.06,0.78
1987,8,16,0.83,0.64,0.95,0.8,0.61,0.82,0.75,1.05,0.89
1987,9,16,0.6,0.31,0.54,0.75,0.58,0.73,0.51,1.03,0.69
1987,10,16,0.35,0.11,0.24,0.66,0.59,0.71,0.24,0.67,0.41
1987,11,16,0.08,0.02,0.03,0.21,0.22,0.4,0.09,0.44,0.31
1987,12,16,0.08,0.0,0.03,0.11,0.14,0.34,0.15,0.35,0.24
1988,1,16,0.03,0.01,0.04,0.17,0.22,0.41,0.09,0.44,0.24
1988,2,15,0.05,0.01,0.03,0.19,0.23,0.39,0.06,0.35,0.22
1988,3,16,0.1,0.04,0.07,0.22,0.22,0.36,0.13,0.42,0.31
1988,4,16,0.19,0.12,0.13,0.27,0.23,0.4,0.24,0.54,0.46
1988,5,16,0.3,0.34,0.37,0.48,0.38,0.64,0.33,0.83,0.41
1988,6,16,0.79,0.67,0.75,0.89,0.75,0.99,0.46,0.92,0.65
1988,7,16,1.07,0.92,0.94,1.19,1.03,1.26,0.69,1.02,0.93
1988,8,16,0.95,0.56,0.94,1.04,0.82,1.03,0.78,1.05,0.85
1988,9,16,0.56,0.4,0.68,0.8,0.66,0.86,0.55,0.91,0.69
1988,10,16,0.23,0.17,0.29,0.44,0.36,0.59,0.26,0.72,0.36
1988,11,16,0.03,0.04,0.09,0.18,0.19,0.3,0.18,0.42,0.27
1988,12,16,0.08,0.04,0.08,0.12,0.16,0.3,0.15,0.48,0.27
1989,1,16,0.0,0.0,0.03,0.23,0.28,0.46,0.12,0.35,0.12
1989,2,15,0.07,0.02,0.08,0.23,0.28,0.49,0.11,0.38,0.08
1989,3,16,0.05,0.08,0.15,0.37,0.34,0.51,0.21,0.52,0.27
1989,4,16,0.18,0.1,0.15,0.46,0.41,0.57,0.25,0.51,0.12
1989,5,16,0.28,0.32,0.42,0.63,0.5,0.66,0.4,0.77,0.37
1989,6,16,0.79,0.62,0.51,0.92,0.72,0.88,0.59,0.82,0.47
1989,7,16,1.09,0.76,0.89,1.0,0.78,0.95,0.81,1.11,0.78
1989,8,16,1.1,0.64,0.92,0.97,0.77,0.97,0.67,1.04,0.81
1989,9,16,0.65,0.38,0.51,0.74,0.59,0.84,0.36,0.91,0.61
1989,10,16,0.28,0.08,0.27,0.44,0.37,0.6,0.3,0.7,0.39
1989,11,16,0.02,0.02,0.05,0.37,0.37,0.47,0.13,0.38,0.27
1989,12,16,0.04,0.02,0.04,0.18,0.2,0.32,0.19,0.34,0.31
1990,1,16,0.0,0.01,0.03,0.1,0.14,0.37,0.07,0.37,0.22
1990,2,15,0.0,0.0,0.06,0.37,0.41,0.56,0.14,0.49,0.27
1990,3,16,0.11,0.06,0.18,0.25,0.24,0.46,0.2,0.44,0.22
1990,4,16,0.2,0.16,0.23,0.4,0.35,0.56,0.19,0.47,0.35
1990,5,16,0.35,0.34,0.44,0.49,0.38,0.63,0.41,0.69,0.55
1990,6,16,0.72,0.62,0.8,0.74,0.59,0.85,0.66,0.86,0.72
1990,7,16,1.03,0.73,1.0,1.09,0.87,1.03,0.88,0.88,0.84
1990,8,16,0.78,0.53,0.94,1.01,0.84,1.08,0.78,0.99,0.9
1990,9,16,0.53,0.26,0.59,0.65,0.49,0.72,0.5,0.7,0.66
1990,10,16,0.23,0.22,0.26,0.46,0.4,0.62,0.34,0.69,0.41
1990,11,16,0.04,0.05,0.04,0.22,0.21,0.38,0.14,0.47,0.29
1990,12,16,0.03,0.01,0.04,0.29,0.33,0.43,0.15,0.31,0.18
1991,1,16,0.05,0.03,0.03,0.18,0.22,0.38,0.11,0.31,0.2
1991,2,15,0.03,0.02,0.03,0.15,0.15,0.31,0.12,0.23,0.17
1991,3,16,0.05,0.02,0.08,0.18,0.19,0.44,0.12,0.54,0.3
1991,4,16,0.19,0.14,0.21,0.37,0.32,0.5,0.2,0.48,0.39
1991,5,16,0.46,0.29,0.39,0.49,0.38,0.56,0.35,0.61,0.51
1991,6,16,0.68,0.65,0.59,0.87,0.68,0.84,0.67,0.81,0.7
1991,7,16,0.91,0.85,1.27,0.97,0.8,1.08,0.95,1.17,0.81
1991,8,16,0.79,0.79,1.09,1.01,0.84,1.15,0.67,1.05,0.83
1991,9,16,0.58,0.31,0.71,0.63,0.44,0.73,0.52,0.91,0.7
1991,10,16,0.25,0.14,0.25,0.52,0.44,0.67,0.37,0.62,0.41
1991,11,16,0.04,0.05,0.09,0.36,0.36,0.52,0.18,0.43,0.34
1991,12,16,0.03,0.0,0.04,0.25,0.29,0.42,0.1,0.3,0.3
1992,1,16,0.02,0.01,0.05,0.24,0.26,0.4,0.16,0.28,0.22
1992,2,15,0.03,0.03,0.05,0.28,0.3,0.43,0.12,0.4,0.19
1992,3,16,0.13,0.05,0.12,0.34,0.31,0.49,0.13,0.46,0.21
1992,4,16,0.11,0.18,0.16,0.27,0.23,0.44,0.28,0.52,0.43
1992,5,16,0.32,0.35,0.42,0.6,0.48,0.67,0.43,0.78,0.51
1992,6,16,0.75,0.64,0.68,0.81,0.64,0.83,0.5,0.97,0.68
1992,7,16,0.94,0.73,1.05,0.98,0.75,0.92,0.83,1.13,0.87
1992,8,16,0.85,0.51,1.05,0.89,0.7,0.97,0.76,1.18,0.86
1992,9,16,0.44,0.38,0.55,0.91,0.72,0.86,0.41,0.87,0.67
1992,10,16,0.2,0.15,0.22,0.26,0.17,0.4,0.25,0.51,0.34
1992,11,16,0.1,0.01,0.04,0.2,0.21,0.37,0.2,0.57,0.23
1992,12,16,0.05,0.01,0.04,0.32,0.34,0.46,0.15,0.34,0.25
1993,1,16,0.07,0.01,0.06,0.23,0.26,0.39,0.12,0.45,0.12
1993,2,15,0.07,0.03,0.08,0.22,0.25,0.37,0.13,0.3,0.27
1993,3,16,0.09,0.03,0.15,0.24,0.23,0.4,0.2,0.34,0.21
1993,4,16,0.17,0.08,0.18,0.31,0.29,0.47,0.24,0.67,0.32
1993,5,16,0.39,0.35,0.39,0.56,0.45,0.68,0.31,0.8,0.51
1993,6,16,0.73,0.52,0.65,0.75,0.54,0.72,0.66,0.91,0.69
1993,7,16,1.03,0.85,1.02,1.07,0.87,1.0,0.88,0.95,0.8
1993,8,16,0.9,0.52,1.01,0.98,0.75,0.9,0.73,0.85,0.74
1993,9,16,0.57,0.44,0.59,0.52,0.36,0.57,0.41,0.81,0.67
1993,10,16,0.32,0.11,0.23,0.35,0.27,0.53,0.25,0.55,0.34
1993,11,16,0.11,0.01,0.06,0.29,0.31,0.34,0.05,0.31,0.35
1993,12,16,0.04,0.0,0.04,0.19,0.22,0.37,0.09,0.42,0.22
1994,1,16,0.01,0.01,0.02,0.11,0.13,0.32,0.11,0.39,0.18
1994,2,15,0.02,0.04,0.03,0.17,0.15,0.19,0.07,0.36,0.15
1994,3,16,0.08,0.04,0.12,0.23,0.21,0.36,0.19,0.49,0.29
1994,4,16,0.14,0.13,0.17,0.44,0.39,0.51,0.25,0.53,0.2
1994,5,16,0.41,0.38,0.39,0.46,0.32,0.46,0.45,0.71,0.45
1994,6,16,0.71,0.56,0.7,0.81,0.62,0.78,0.68,0.84,0.65
1994,7,16,1.14,0.72,1.15,1.0,0.78,1.01,0.81,1.19,0.85
1994,8,16,1.09,0.65,0.93,0.94,0.71,0.97,0.74,1.08,0.88
1994,9,16,0.54,0.48,0.59,0.65,0.5,0.78,0.47,0.85,0.48
1994,10,16,0.34,0.21,0.32,0.41,0.34,0.56,0.29,0.58,0.43
1994,11,16,0.06,0.02,0.05,0.25,0.26,0.39,0.24,0.64,0.47
1994,12,16,0.05,0.0,0.04,0.29,0.35,0.47,0.13,0.44,0.2
1995,1,16,0.05,0.02,0.05,0.22,0.26,0.34,0.09,0.35,0.17
1995,2,15,0.04,0.04,0.08,0.26,0.3,0.43,0.16,0.5,0.17
1995,3,16,0.05,0.04,0.12,0.3,0.29,0.43,0.24,0.35,0.27
1995,4,16,0.23,0.1,0.2,0.34,0.29,0.42,0.3,0.59,0.37
1995,5,16,0.43,0.35,0.32,0.54,0.43,0.62,0.42,0.68,0.44
1995,6,16,0.84,0.73,0.68,0.9,0.73,1.01,0.54,0.82,0.63
1995,7,16,0.95,0.77,1.06,0.9,0.65,0.88,0.94,1.2,0.82
1995,8,16,0.87,0.7,1.07,0.94,0.68,0.89,0.89,1.05,0.84
1995,9,16,0.63,0.4,0.6,0.69,0.52,0.78,0.47,0.82,0.57
1995,10,16,0.28,0.21,0.28,0.46,0.42,0.71,0.34,0.84,0.37
1995,11,16,0.08,0.04,0.05,0.17,0.17,0.31,0.24,0.45,0.2
1995,12,16,0.04,0.01,0.03,0.12,0.15,0.25,0.13,0.29,0.15
1996,1,16,0.02,0.02,0.02,0.24,0.27,0.32,0.06,0.3,0.15
1996,2,15,0.05,0.02,0.06,0.15,0.16,0.24,0.1,0.27,0.19
1996,3,16,0.07,0.03,0.1,0.23,0.2,0.33,0.12,0.32,0.28
1996,4,16,0.11,0.15,0.18,0.28,0.27,0.45,0.22,0.45,0.37
1996,5,16,0.32,0.36,0.34,0.4,0.31,0.56,0.38,0.65,0.38
1996,6,16,0.71,0.67,0.58,0.74,0.58,0.8,0.62,0.84,0.66
1996,7,16,1.05,0.75,1.13,0.94,0.76,0.95,1.05,0.91,0.8
1996,8,16,0.79,0.67,0.97,1.05,0.89,1.1,0.65,0.99,0.75
1996,9,16,0.51,0.47,0.51,0.66,0.5,0.68,0.5,0.71,0.7
1996,10,16,0.15,0.21,0.26,0.52,0.47,0.68,0.27,0.62,0.41
1996,11,16,0.07,0.02,0.1,0.33,0.31,0.47,0.17,0.45,0.26
1996,12,16,0.05,0.02,0.03,0.18,0.21,0.34,0.14,0.25,0.19
1997,1,16,0.02,0.04,0.03,0.16,0.19,0.32,0.14,0.2,0.17
1997,2,15,0.07,0.02,0.04,0.19,0.21,0.38,0.14,0.43,0.16
1997,3,16,0.03,0.05,0.1,0.25,0.23,0.38,0.28,0.49,0.25
1997,4,16,0.14,0.18,0.3,0.25,0.22,0.4,0.37,0.44,0.29
1997,5,16,0.34,0.31,0.47,0.48,0.38,0.56,0.54,0.73,0.31
1997,6,16,0.78,0.67,0.66,0.76,0.6,0.87,0.56,0.91,0.46
1997,7,16,1.14,0.88,1.09,1.08,0.89,1.13,0.81,1.05,0.7
1997,8,16,1.02,0.81,1.06,1.04,0.84,1.1,0.71,1.18,0.69
1997,9,16,0.7,0.4,0.64,0.83,0.66,0.8,0.46,0.82,0.57
1997,10,16,0.21,0.21,0.33,0.42,0.35,0.54,0.27,0.61,0.26
1997,11,16,0.16,0.04,0.07,0.26,0.26,0.42,0.11,0.51,0.24
1997,12,16,0.08,0.01,0.03,0.23,0.26,0.38,0.11,0.39,0.14
1998,1,16,0.02,0.02,0.03,0.22,0.24,0.4,0.07,0.33,0.17
1998,2,15,0.07,0.01,0.06,0.11,0.14,0.38,0.17,0.41,0.19
1998,3,16,0.1,0.03,0.11,0.19,0.17,0.33,0.15,0.45,0.2
1998,4,16,0.22,0.11,0.15,0.3,0.26,0.45,0.27,0.58,0.44
1998,5,16,0.46,0.27,0.34,0.51,0.41,0.6,0.42,0.79,0.51
1998,6,16,0.84,0.7,0.7,0.75,0.59,0.88,0.7,0.92,0.59
1998,7,16,1.13,0.91,1.11,1.12,0.92,1.07,0.87,0.99,0.85
1998,8,16,0.93,0.66,1.21,0.93,0.74,0.95,0.85,0.96,0.9
1998,9,16,0.67,0.42,0.54,0.74,0.58,0.83,0.49,0.93,0.61
1998,10,16,0.29,0.11,0.2,0.49,0.42,0.62,0.3,0.62,0.5
1998,11,16,0.14,0.04,0.02,0.22,0.22,0.34,0.15,0.36,0.28
1998,12,16,0.07,0.02,0.03,0.21,0.24,0.38,0.15,0.39,0.17
1999,1,16,0.02,0.03,0.03,0.16,0.19,0.34,0.11,0.39,0.18
1999,2,15,0.04,0.0,0.08,0.18,0.2,0.34,0.17,0.36,0.25
1999,3,16,0.06,0.01,0.04,0.26,0.24,0.41,0.06,0.46,0.3
1999,4,16,0.15,0.12,0.2,0.4,0.36,0.55,0.26,0.62,0.52
1999,5,16,0.34,0.33,0.48,0.44,0.35,0.54,0.47,0.81,0.57
1999,6,16,0.73,0.63,0.7,0.98,0.8,0.98,0.59,0.86,0.53
1999,7,16,0.95,0.77,1.23,1.09,0.89,1.03,0.99,1.1,0.88
1999,8,16,1.01,0.59,1.0,0.85,0.66,0.86,0.77,1.06,0.85
1999,9,16,0.6,0.37,0.57,0.83,0.66,0.86,0.47,1.03,0.74
1999,10,16,0.23,0.17,0.23,0.57,0.48,0.66,0.35,0.64,0.5
1999,11,16,0.08,0.03,0.08,0.36,0.36,0.49,0.18,0.43,0.35
1999,12,16,0.05,0.02,0.06,0.17,0.2,0.35,0.18,0.37,0.25
2000,1,16,0.05,0.02,0.03,0.23,0.25,0.38,0.08,0.34,0.18
2000,2,15,0.08,0.03,0.04,0.24,0.25,0.42,0.15,0.43,0.14
2000,3,16,0.09,0.04,0.07,0.26,0.23,0.36,0.2,0.43,0.24
2000,4,16,0.12,0.19,0.21,0.41,0.36,0.56,0.35,0.58,0.59
2000,5,16,0.3,0.36,0.37,0.58,0.48,0.64,0.54,0.85,0.66
2000,6,16,0.79,0.66,0.77,0.89,0.71,0.85,0.69,0.91,0.51
2000,7,16,1.08,0.88,1.06,1.13,0.92,1.1,0.77,1.0,0.7
2000,8,16,0.83,0.62,1.05,1.0,0.82,1.0,0.86,1.08,0.84
2000,9,16,0.56,0.37,0.56,0.75,0.6,0.73,0.46,0.96,0.52
2000,10,16,0.25,0.11,0.22,0.69,0.61,0.83,0.22,0.65,0.45
2000,11,16,0.12,0.02,0.05,0.44,0.43,0.61,0.09,0.49,0.27
2000,12,16,0.05,0.02,0.01,0.25,0.29,0.51,0.15,0.42,0.26
2001,1,16,0.09,0.01,0.03,0.28,0.31,0.42,0.08,0.33,0.15
2001,2,15,0.06,0.01,0.03,0.16,0.18,0.31,0.13,0.4,0.15
2001,3,16,0.06,0.07,0.07,0.15,0.14,0.32,0.21,0.47,0.28
2001,4,16,0.13,0.16,0.15,0.39,0.35,0.55,0.25,0.54,0.37
2001,5,16,0.29,0.36,0.43,0.49,0.39,0.57,0.5,0.75,0.59
2001,6,16,0.67,0.6,0.87,0.89,0.72,0.87,0.78,0.81,0.47
2001,7,16,1.02,0.93,1.22,1.16,0.95,1.16,0.76,1.11,0.63
2001,8,16,0.96,0.61,1.05,0.98,0.79,1.02,0.88,1.13,0.73
2001,9,16,0.64,0.26,0.61,0.88,0.71,0.88,0.52,0.82,0.53
2001,10,16,0.27,0.16,0.25,0.49,0.42,0.74,0.3,0.87,0.41
2001,11,16,0.09,0.05,0.13,0.24,0.25,0.39,0.26,0.44,0.33
2001,12,16,0.06,0.02,0.04,0.18,0.21,0.32,0.08,0.29,0.25
2002,1,16,0.07,0.02,0.03,0.2,0.22,0.37,0.19,0.38,0.22
2002,2,15,0.03,0.02,0.07,0.24,0.26,0.45,0.2,0.48,0.21
2002,3,16,0.04,0.06,0.13,0.25,0.23,0.41,0.25,0.46,0.32
2002,4,16,0.07,0.16,0.17,0.43,0.38,0.51,0.22,0.5,0.47
2002,5,16,0.31,0.33,0.38,0.55,0.45,0.68,0.43,0.75,0.41
2002,6,16,0.72,0.65,0.82,0.86,0.7,0.97,0.76,0.94,0.56
2002,7,16,1.01,0.82,1.16,1.21,1.0,1.2,0.9,1.02,0.79
2002,8,16,0.84,0.77,1.03,1.04,0.86,1.13,0.86,1.16,0.8
2002,9,16,0.63,0.41,0.52,0.68,0.53,0.76,0.49,0.81,0.54
2002,10,16,0.34,0.14,0.27,0.37,0.3,0.44,0.28,0.63,0.47
2002,11,16,0.2,0.05,0.06,0.18,0.19,0.34,0.21,0.57,0.33
2002,12,16,0.12,0.01,0.02,0.13,0.16,0.26,0.07,0.44,0.18
2003,1,16,0.04,0.02,0.03,0.08,0.12,0.27,0.14,0.29,0.25
2003,2,15,0.07,0.02,0.05,0.29,0.3,0.34,0.13,0.27,0.22
2003,3,16,0.05,0.06,0.12,0.3,0.28,0.4,0.16,0.42,0.28
2003,4,16,0.17,0.14,0.2,0.33,0.29,0.43,0.21,0.49,0.38
2003,5,16,0.33,0.28,0.34,0.61,0.51,0.7,0.44,0.77,0.4
2003,6,16,0.69,0.55,0.72,0.69,0.53,0.81,0.78,1.06,0.68
2003,7,16,1.07,0.97,1.06,1.28,1.07,1.29,0.8,1.05,0.73
2003,8,16,0.88,0.75,1.07,1.04,0.84,1.01,0.74,1.14,0.81
2003,9,16,0.56,0.53,0.73,0.74,0.58,0.79,0.51,0.76,0.58
2003,10,16,0.39,0.21,0.25,0.49,0.41,0.57,0.28,0.5,0.34
2003,11,16,0.1,0.04,0.04,0.39,0.38,0.51,0.12,0.54,0.31
2003,12,16,0.06,0.02,0.07,0.22,0.25,0.41,0.12,0.36,0.19
2004,1,16,0.03,0.02,0.03,0.19,0.22,0.3,0.08,0.35,0.27
2004,2,15,0.05,0.01,0.04,0.19,0.21,0.37,0.18,0.36,0.26
2004,3,16,0.04,0.05,0.12,0.28,0.25,0.4,0.17,0.38,0.3
2004,4,16,0.15,0.12,0.19,0.36,0.32,0.46,0.28,0.57,0.35
2004,5,16,0.33,0.3,0.35,0.59,0.49,0.66,0.46,0.66,0.45
2004,6,16,0.86,0.5,0.68,0.81,0.64,0.8,0.67,0.89,0.51
2004,7,16,1.05,0.76,1.01,1.21,0.99,1.08,0.87,1.0,0.77
2004,8,16,0.91,0.66,0.94,1.08,0.88,1.09,0.69,1.16,0.77
2004,9,16,0.52,0.44,0.62,0.82,0.66,0.89,0.47,0.9,0.56
2004,10,16,0.27,0.09,0.26,0.48,0.41,0.63,0.28,0.67,0.34
2004,11,16,0.1,0.05,0.13,0.29,0.29,0.42,0.19,0.48,0.41
2004,12,16,0.05,0.01,0.02,0.28,0.31,0.44,0.14,0.31,0.24
2005,1,16,0.05,0.02,0.06,0.27,0.29,0.42,0.09,0.37,0.23
2005,2,15,0.05,0.01,0.04,0.22,0.24,0.36,0.06,0.29,0.16
2005,3,16,0.12,0.04,0.11,0.18,0.17,0.29,0.23,0.46,0.37
2005,4,16,0.17,0.19,0.21,0.38,0.34,0.48,0.29,0.62,0.29
2005,5,16,0.45,0.37,0.44,0.54,0.44,0.65,0.38,0.72,0.44
2005,6,16,0.71,0.68,0.8,0.85,0.68,0.88,0.69,0.98,0.65
2005,7,16,0.9,0.88,1.12,1.14,0.94,1.16,0.9,1.12,0.72
2005,8,16,0.92,0.71,0.94,1.12,0.92,1.11,0.85,0.97,0.81
2005,9,16,0.67,0.46,0.71,0.78,0.62,0.87,0.5,0.95,0.6
2005,10,16,0.34,0.16,0.3,0.6,0.52,0.73,0.32,0.81,0.35
2005,11,16,0.08,0.08,0.1,0.46,0.45,0.57,0.2,0.43,0.26
2005,12,16,0.11,0.02,0.04,0.21,0.23,0.35,0.07,0.3,0.18
2006,1,16,0.05,0.02,0.03,0.25,0.27,0.36,0.07,0.25,0.15
2006,2,15,0.07,0.01,0.05,0.16,0.18,0.31,0.14,0.3,0.29
2006,3,16,0.04,0.03,0.08,0.16,0.14,0.28,0.18,0.36,0.35
2006,4,16,0.14,0.13,0.14,0.42,0.38,0.5,0.25,0.53,0.39
2006,5,16,0.34,0.34,0.39,0.57,0.47,0.66,0.28,0.8,0.52
2006,6,16,0.76,0.67,0.68,0.88,0.7,0.88,0.68,0.91,0.51
2006,7,16,0.99,0.77,1.08,0.98,0.78,1.03,0.83,1.17,0.69
2006,8,16,0.91,0.84,0.99,1.06,0.87,1.11,0.66,1.02,0.72
2006,9,16,0.66,0.49,0.67,0.79,0.63,0.96,0.46,1.07,0.54
2006,10,16,0.32,0.16,0.22,0.47,0.41,0.73,0.35,0.83,0.51
2006,11,16,0.05,0.06,0.06,0.32,0.32,0.5,0.28,0.55,0.36
2006,12,16,0.09,0.01,0.06,0.34,0.36,0.54,0.19,0.38,0.18
2007,1,16,0.06,0.02,0.09,0.21,0.24,0.39,0.15,0.46,0.19
2007,2,15,0.03,0.01,0.02,0.09,0.12,0.29,0.18,0.48,0.28
2007,3,16,0.02,0.07,0.1,0.36,0.33,0.49,0.17,0.43,0.29
2007,4,16,0.2,0.19,0.33,0.37,0.33,0.49,0.33,0.67,0.54
2007,5,16,0.35,0.43,0.4,0.56,0.46,0.72,0.51,0.83,0.51
2007,6,16,0.77,0.69,0.8,0.8,0.63,0.83,0.62,1.03,0.58
2007,7,16,1.1,0.79,1.09,1.12,0.91,1.11,1.02,1.0,0.76
2007,8,16,0.92,0.8,1.04,1.12,0.91,1.13,0.73,1.03,0.74
2007,9,16,0.61,0.43,0.63,0.73,0.57,0.8,0.5,0.8,0.6
2007,10,16,0.26,0.21,0.32,0.63,0.54,0.69,0.26,0.62,0.24
2007,11,16,0.13,0.04,0.11,0.31,0.31,0.43,0.19,0.43,0.27
2007,12,16,0.07,0.03,0.06,0.37,0.38,0.5,0.17,0.32,0.21
2008,1,16,0.04,0.01,0.05,0.27,0.3,0.43,0.05,0.4,0.07
2008,2,15,0.04,0.02,0.07,0.26,0.28,0.46,0.12,0.39,0.14
2008,3,16,0.06,0.1,0.13,0.23,0.21,0.4,0.28,0.41,0.34
2008,4,16,0.16,0.13,0.18,0.33,0.3,0.53,0.24,0.53,0.38
2008,5,16,0.39,0.39,0.42,0.5,0.4,0.6,0.37,0.81,0.5
2008,6,16,0.74,0.75,0.73,0.83,0.66,0.84,0.6,0.9,0.57
2008,7,16,1.0,0.9,1.07,1.05,0.86,1.02,0.8,0.98,0.75
2008,8,16,0.87,0.85,1.06,0.9,0.72,1.0,0.63,1.05,0.78
2008,9,16,0.59,0.42,0.63,0.67,0.52,0.73,0.47,0.74,0.57
2008,10,16,0.24,0.21,0.33,0.55,0.47,0.7,0.34,0.59,0.45
