Year,January,February,March,April,May,June,July,August,September,October,November,December
1935,3.677626,5.054085,4.454085,6.42996,11.90584,43.41362,32.80525,49.18268,22.43988,9.133462,7.905252,5.100584
1936,0.9535012,4.402918,5.049417,7.228793,9.984629,37.21614,37.97626,59.67159,25.057,12.85467,4.382877,2.850583
1937,5.803502,6.581127,4.147083,7.922375,14.06187,31.69709,39.91888,41.57218,18.34067,12.63229,7.078794,5.455835
1938,9.992998,6.02821,11.14475,8.202334,13.15759,38.45739,49.39183,43.63385,9.577627,10.14767,11.38171,6.174708
1939,2.875292,4.075292,4.400584,11.32121,17.70642,38.25526,35.82081,54.79767,28.14475,9.639297,7.204669,4.477042
1940,4.927043,4.101167,10.17413,9.377043,24.09242,32.83171,66.28716,52.3825,17.08055,19.37121,8.530544,3.228793
1941,3.228793,4.501751,3.850584,5.380544,11.71809,25.53055,18.04922,45.88171,18.59358,7.657003,3.305252,6.127626
1942,5.426459,3.551751,9.348834,6.403502,9.434629,53.83171,54.06226,45.79844,17.32238,9.184628,8.105252,3.278209
1943,5.501751,2.652334,3.175876,9.952335,33.99203,37.68793,55.89242,32.16304,14.23813,15.84767,8.479377,3.252917
1944,4.025292,4.500584,3.999417,9.451168,29.47996,47.47938,33.97042,30.28463,24.81479,13.96576,6.381127,6.775876
1945,3.453501,2.726459,4.352334,6.481711,8.365172,29.25505,63.31109,33.27004,15.65117,15.02529,6.781711,6.175875
1946,3.527043,4.353501,5.952334,3.404668,15.86459,26.73521,51.87489,52.49067,18.0035,8.961087,9.73638,2.903501
1947,3.304085,7.028793,5.701168,6.780544,20.5605,52.96401,40.35059,30.03113,13.48055,16.68055,3.558753,3.527042
1948,2.952918,3.403501,3.703502,6.652918,20.20992,21.59047,48.00409,36.00505,20.94884,15.2393,6.429377,3.127042
1949,3.102334,5.405252,7.47996,7.460504,4.934628,31.75876,39.14046,60.76556,7.938714,11.14708,7.581127,9.002335
1950,7.302335,5.654668,4.831128,6.954085,9.389881,31.81089,60.32159,38.86226,13.72763,13.0858,5.431127,3.775875
1951,5.227043,4.977626,6.627626,9.575876,12.91284,46.84767,52.58229,21.49163,15.52354,8.500001,5.532294,3.977626
1952,3.701167,4.054085,5.72996,9.160504,10.96167,43.21984,75.64262,37.80584,13.40292,11.33054,9.207003,5.399416
1953,4.401751,3.978793,4.626459,13.93755,7.259336,61.70604,28.1998,39.26984,22.15817,14.25934,6.755252,3.950584
1954,7.37821,3.252918,7.200584,13.95058,20.72821,42.23755,70.7045,30.34805,16.18113,8.029377,6.374709,5.697083
1955,4.224709,4.176459,7.250001,5.807003,20.88055,22.96596,37.12004,46.36188,21.29767,9.448833,7.72996,8.552918
1956,6.199417,4.49825,6.353501,9.655836,11.62062,25.92879,32.01499,22.74143,12.37938,10.90642,7.106419,6.101167
1957,8.394166,3.652334,2.352334,4.303502,11.57763,40.96576,38.21342,41.80117,20.37821,15.72879,10.90525,5.224125
1958,2.677626,3.427042,4.050584,5.704669,12.2323,55.01305,35.1825,44.15642,10.77821,9.755253,1.92996,5.350584
1959,6.673542,3.25175,6.143582,19.09767,10.92529,17.86459,72.33151,28.22588,24.5,5.978794,8.883461,1.778209
1960,3.801167,0.084,0.2699999999999999,0.1266666666666666,0.0714285714285714,0.8214285714285715,1.9566666666666668,1.0,1.375,0.32,0.525,0.07
1961,0.1733333333333333,0.1555555555555555,0.1038461538461538,0.3607142857142857,0.6774193548387096,0.4689655172413792,1.3870967741935485,1.3233333333333337,1.0785714285714287,0.4387096774193548,0.1142857142857143,0.0777777777777777
1962,0.1521739130434782,0.3038461538461539,0.1166666666666666,0.2379310344827586,0.3933333333333333,1.36,0.6387096774193549,1.0444444444444445,0.5633333333333334,0.4733333333333334,0.3517241379310344,0.525925925925926
1963,0.3033333333333333,0.25,0.1516129032258064,0.1233333333333333,0.5419354838709677,0.7357142857142858,2.0451612903225804,0.96,1.6,0.3999999999999999,0.2566666666666666,0.2741935483870967
1964,0.064516129032258,0.1034482758620689,0.1999999999999999,0.3366666666666666,0.9387096774193548,0.4111111111111111,3.064516129032258,4.789655172413793,1.152,0.703448275862069,0.1766666666666667,0.3233333333333333
1965,0.2193548387096774,0.0857142857142857,0.0793103448275862,0.2,0.1033333333333333,2.0482758620689654,0.3827586206896551,0.6483870967741936,0.8964285714285715,0.4903225806451612,11.91109,0.0766666666666666
1966,0.5129032258064516,0.4703703703703704,0.3419354838709678,0.2749999999999999,0.37,2.64,2.6096774193548384,0.96,0.7923076923076924,0.7464285714285716,1.3954545454545453,0.6759999999999999
1967,0.1576923076923077,0.3576923076923076,0.3833333333333333,0.2966666666666667,1.4200000000000004,0.7791666666666667,1.0483870967741935,0.5655172413793103,1.0413793103448277,0.6032258064516128,0.3724137931034483,0.1466666666666666
1968,0.3933333333333333,0.264,0.2548387096774193,0.5964285714285714,0.275,0.9344827586206896,1.6774193548387095,1.871428571428572,0.6199999999999999,0.7967741935483871,0.4166666666666667,0.3714285714285714
1969,0.986206896551724,0.5037037037037038,0.1285714285714285,0.44,0.1516129032258064,2.143333333333333,2.163333333333333,1.3413793103448275,0.4181818181818181,0.4516129032258065,0.1833333333333333,0.3806451612903225
1970,0.2967741935483871,0.2666666666666666,0.232258064516129,0.3074074074074073,0.7066666666666668,1.9111111111111112,1.59,1.646666666666667,1.0827586206896551,0.3241379310344828,0.4866666666666668,0.6580645161290322
1971,0.2034482758620689,0.3214285714285714,0.1193548387096774,0.1862068965517241,0.8483870967741935,2.290909090909091,1.9172413793103449,1.7999999999999998,0.5344827586206896,0.8096774193548387,0.3821428571428571,0.3392857142857143
1972,0.4230769230769231,0.2904761904761905,0.1129032258064516,0.5766666666666665,0.6387096774193547,0.45,1.4500000000000002,1.3161290322580643,0.4433333333333333,1.2448275862068967,0.4966666666666666,0.5741935483870968
1973,0.5333333333333333,0.396,0.0066666666666666,0.3133333333333333,0.3741935483870968,1.141379310344827,0.4064516129032258,1.6096774193548389,1.825,0.3258064516129032,0.4033333333333334,0.4862068965517241
1974,0.1612903225806451,0.2178571428571429,0.1225806451612903,0.1433333333333333,0.6741935483870968,1.3766666666666665,2.296774193548387,1.6161290322580646,0.8599999999999999,0.529032258064516,0.4133333333333334,0.2838709677419354
1975,0.2,0.1892857142857143,0.0677419354838709,0.1966666666666666,0.1483870967741935,1.0413793103448277,4.080645161290323,1.0612903225806452,0.8099999999999999,0.4645161290322581,0.2999999999999999,0.2483870967741935
1976,0.2193548387096774,0.3107142857142856,0.1129032258064516,0.19,0.0419354838709677,0.9266666666666666,3.2935483870967746,2.625806451612903,0.9310344827586208,0.1032258064516129,0.0866666666666666,0.0866666666666666
1977,0.4967741935483871,0.2678571428571428,0.1032258064516129,0.2833333333333333,0.1741935483870967,1.93,3.338709677419355,2.841935483870968,1.04,1.0516129032258066,0.2366666666666667,0.0580645161290322
1978,0.2290322580645161,0.1857142857142857,0.1935483870967741,0.1566666666666666,0.2516129032258064,0.3899999999999999,2.483870967741935,1.103225806451613,0.37,0.529032258064516,0.2533333333333333,0.4161290322580644
1979,0.2290322580645161,0.2428571428571428,0.2290322580645161,0.21,0.8032258064516129,0.5266666666666666,0.6516129032258065,0.8516129032258065,0.4966666666666667,0.2741935483870967,3.703501,0.2903225806451612
1980,0.2516129032258065,0.3206896551724137,0.1870967741935484,0.0466666666666666,0.2032258064516129,1.28,1.7903225806451613,1.296774193548387,1.3366666666666664,0.3870967741935484,0.3133333333333333,0.1516129032258064
1981,0.2516129032258065,0.1607142857142856,0.3516129032258064,1.0733333333333337,1.0129032258064516,1.38,1.1870967741935483,0.2903225806451613,1.7266666666666666,0.2612903225806452,0.3633333333333333,0.496774193548387
1982,0.2064516129032257,0.1285714285714286,0.1032258064516129,0.34,1.0903225806451613,0.7633333333333333,1.7580645161290325,1.0741935483870966,0.7899999999999999,0.7,0.38,0.5354838709677419
1983,0.2161290322580645,0.2035714285714285,0.1516129032258064,0.05,0.5225806451612903,1.15,2.1096774193548384,1.890322580645161,0.95,0.6,0.31,0.2096774193548387
1984,0.3032258064516129,0.0413793103448275,0.1064516129032258,0.1366666666666666,1.0741935483870966,1.2300000000000002,2.567741935483871,3.616129032258064,0.6033333333333333,0.4806451612903226,0.7633333333333334,0.6
1985,0.2709677419354839,0.9107142857142856,0.2387096774193548,0.2466666666666667,0.8677419354838709,0.0833333333333333,1.9774193548387096,2.003225806451613,0.5366666666666667,0.4225806451612903,0.7066666666666668,0.3935483870967741
1986,0.0870967741935483,0.1178571428571428,0.0870967741935483,0.0266666666666666,0.2935483870967742,1.04,1.1096774193548389,0.6774193548387096,1.21,0.535483870967742,0.52,0.1806451612903226
1987,0.1419354838709677,0.1035714285714285,0.232258064516129,0.1666666666666666,0.5709677419354838,0.85,0.9774193548387096,1.6193548387096774,0.2533333333333333,0.2709677419354838,0.1533333333333333,0.3225806451612903
1988,0.2838709677419354,0.2620689655172413,0.1580645161290322,0.35,0.6516129032258065,0.7866666666666668,1.8967741935483875,5.196774193548387,0.94,1.1870967741935483,0.1966666666666666,0.0612903225806451
1989,0.2548387096774193,1.135714285714286,0.0935483870967742,0.1733333333333333,0.2193548387096774,2.810000000000001,2.429032258064516,2.329032258064516,1.4966666666666668,0.4193548387096774,0.1666666666666666,0.1032258064516129
1990,0.1096774193548387,0.1321428571428571,0.2129032258064516,0.2466666666666666,1.290322580645161,0.9633333333333332,4.27741935483871,1.2870967741935484,0.6400000000000001,0.9741935483870968,0.3766666666666667,0.1774193548387097
1991,0.132258064516129,0.1571428571428571,0.1387096774193548,0.2333333333333333,0.7225806451612904,2.923333333333333,0.4129032258064516,3.612903225806452,0.3633333333333333,0.3258064516129033,0.1866666666666666,0.1225806451612903
1992,0.0903225806451612,0.0586206896551724,0.1387096774193548,0.22,0.6032258064516127,1.5433333333333332,2.4935483870967743,1.332258064516129,0.2466666666666666,0.2096774193548387,0.1133333333333333,0.1516129032258064
1993,0.1354838709677419,0.1428571428571428,0.1290322580645161,0.1666666666666666,0.3354838709677419,0.9566666666666668,3.04516129032258,0.4161290322580645,0.9566666666666668,0.3225806451612903,0.0566666666666666,0.0258064516129032
1994,0.2064516129032258,0.4964285714285714,0.0516129032258064,0.0333333333333333,0.4516129032258064,0.6166666666666667,0.7677419354838709,0.9935483870967744,0.4633333333333333,0.6935483870967744,0.1433333333333333,0.0290322580645161
1995,0.1032258064516129,0.0535714285714285,0.2096774193548387,0.03,0.1935483870967742,1.21,1.5322580645161288,2.296774193548387,1.2066666666666666,0.2903225806451613,0.3899999999999999,0.032258064516129
1996,0.1935483870967742,0.1793103448275862,0.2387096774193549,0.07,0.6258064516129032,1.9366666666666668,1.6838709677419357,2.0129032258064514,0.8933333333333334,0.432258064516129,0.6,0.3
1997,0.2387096774193548,0.3,0.0741935483870967,0.1466666666666666,0.4193548387096774,1.5666666666666669,2.048387096774193,3.161290322580645,0.6400000000000001,0.4548387096774193,0.2633333333333333,0.1451612903225806
1998,0.2903225806451613,0.2071428571428571,0.1129032258064516,0.1066666666666666,0.1129032258064516,1.4666666666666666,1.0677419354838709,0.967741935483871,1.643333333333333,0.4483870967741935,0.5866666666666667,0.1548387096774193
1999,0.232258064516129,0.0928571428571428,0.2,0.0,0.6580645161290322,1.4533333333333334,1.4548387096774191,2.245161290322581,1.04,0.5387096774193549,0.3466666666666667,0.1225806451612903
2000,0.1741935483870967,0.2517241379310345,0.5193548387096775,0.0933333333333333,0.4064516129032258,1.2133333333333334,2.164516129032258,0.6129032258064516,0.9133333333333332,0.7903225806451611,0.1199999999999999,0.3483870967741935
2001,0.164516129032258,0.0999999999999999,0.1516129032258064,0.2166666666666666,0.2806451612903226,0.4133333333333333,0.3870967741935483,2.335483870967742,1.25,0.4290322580645162,0.56,0.1870967741935484
2002,0.2354838709677419,0.5821428571428572,0.3709677419354838,0.1833333333333333,1.1419354838709677,1.7633333333333334,2.841935483870968,2.209677419354838,1.2333333333333336,0.1225806451612903,0.1233333333333333,0.2032258064516129
2003,0.3903225806451613,0.1285714285714286,0.1387096774193548,0.3466666666666667,0.8451612903225807,1.6733333333333331,1.5483870967741935,0.970967741935484,0.6333333333333332,0.4774193548387097,0.98,0.1548387096774194
2004,0.0741935483870967,0.2344827586206896,0.1096774193548387,0.1433333333333332,0.1967741935483871,1.413333333333333,1.4548387096774196,0.9935483870967744,1.7033333333333336,0.629032258064516,0.4433333333333333,0.1032258064516129
2005,0.1516129032258064,0.225,0.2290322580645161,0.0933333333333333,0.2419354838709677,0.8866666666666666,3.232258064516129,1.8741935483870968,1.21,0.4967741935483871,0.4266666666666667,0.1129032258064516
2006,0.2096774193548387,0.3678571428571429,0.3064516129032258,0.0533333333333333,0.1225806451612903,2.74,3.480645161290323,1.6741935483870964,1.643333333333333,0.7967741935483871,0.92,0.5258064516129033
2007,0.3032258064516129,0.4035714285714286,0.1548387096774193,0.1033333333333333,0.7387096774193548,2.016666666666667,1.9612903225806453,3.1032258064516136,2.0066666666666664,0.7354838709677419,0.3833333333333333,0.3838709677419355
2008,0.1451612903225806,0.303448275862069,0.2741935483870967,0.1233333333333333,0.4451612903225806,4.246666666666666,2.970967741935484,2.3483870967741933,1.0666666666666669,0.4741935483870968,0.5633333333333332,0.7290322580645161
2009,0.0677419354838709,0.1392857142857143,0.2161290322580645,0.43,0.4709677419354839,1.03,1.461290322580645,2.2870967741935484,2.3833333333333337,1.7838709677419355,0.9166666666666666,0.2129032258064516
2010,0.4129032258064515,0.2785714285714286,0.2774193548387097,0.12,1.6548387096774193,3.766666666666666,1.4258064516129034,1.8258064516129031,2.1933333333333334,0.2387096774193548,0.53,0.8645161290322582
2011,0.2935483870967741,0.5464285714285714,0.3032258064516129,0.1066666666666666,0.5967741935483871,0.8166666666666667,2.3838709677419354,1.1806451612903228,0.8533333333333334,1.1903225806451614,0.19,0.3064516129032258
2012,0.3354838709677419,0.6206896551724138,0.0516129032258064,0.5433333333333333,0.9806451612903226,1.6,1.964516129032258,2.5935483870967744,0.5766666666666667,0.7806451612903226,0.7500000000000001,0.4709677419354838
2013,0.1741935483870967,0.0071428571428571,0.1903225806451613,1.0066666666666668,1.3548387096774193,1.893333333333333,1.6806451612903224,0.7387096774193548,0.9333333333333332,0.3419354838709678,0.25,0.3193548387096773
2014,0.4387096774193548,0.2964285714285714,0.0806451612903225,0.7966666666666666,0.4903225806451613,2.79,2.496774193548388,2.351612903225807,1.0766666666666669,1.4806451612903226,0.8,0.4774193548387097
2015,0.3193548387096774,0.0999999999999999,0.4548387096774194,0.5433333333333333,0.3354838709677419,1.653333333333333,3.080645161290322,2.587096774193549,1.82,1.506451612903226,0.5566666666666666,0.0483870967741935
2016,0.9161290322580644,0.5206896551724138,0.2032258064516129,0.47,0.2516129032258065,1.4199999999999997,1.6322580645161286,0.8258064516129032,0.9666666666666668,2.8806451612903223,1.1433333333333335,0.6354838709677418
2017,0.2774193548387096,0.25,0.5548387096774192,0.1633333333333333,0.6935483870967744,0.7133333333333334,0.2451612903225806,1.2806451612903225,0.5866666666666667,0.9322580645161292,1.92,0.8225806451612904
2018,0.332258064516129,0.3678571428571429,0.1580645161290322,0.3133333333333333,0.9741935483870968,0.2733333333333334,0.5851851851851853,0.1096774193548387,2.0766666666666667,0.9483870967741936,0.1966666666666666,0.2290322580645161
2019,0.2193548387096774,0.1142857142857143,0.0903225806451613,0.4366666666666666,0.3870967741935484,0.0,2.0903225806451613,0.4451612903225806,1.0033333333333334,0.664516129032258,0.5833333333333334,0.032258064516129
2020,0.1258064516129032,0.1517241379310345,0.2580645161290322,0.4200000000000001,0.8741935483870967,0.7366666666666667,0.7741935483870968,1.5838709677419356,1.1900000000000002,1.261290322580645,0.4233333333333333,5.150583
