Year,January,February,March,April,May,June,July,August,September,October,November,December
1980,-23.6,-15.5,-14.3,-7.1,-1.0,7.3,10.0,6.9,5.3,-1.2,-13.1,-13.4
1981,-10.5,-15.3,-17.7,-12.0,-2.5,9.8,12.2,14.3,5.3,1.8,-5.7,-10.7
1982,-25.3,-20.1,-18.9,-4.5,2.8,7.7,15.2,7.7,4.6,-9.1,-8.1,-10.5
1983,-16.0,-19.6,-13.1,-8.7,-3.7,7.7,14.0,9.0,5.5,-0.9,-11.7,-15.0
1984,-12.1,-12.4,-8.6,-14.8,-0.4,9.1,14.4,10.2,4.4,-5.3,-18.8,-16.7
1985,-27.9,-28.4,-10.7,-10.6,-5.0,7.4,11.7,9.6,7.1,-3.0,-10.5,-23.7
1986,-17.8,-24.4,-8.0,-7.4,-4.4,7.3,9.3,7.6,2.0,-1.6,-4.4,-27.8
1987,-24.3,-20.7,-13.3,-15.4,0.9,7.3,13.7,8.2,5.0,1.5,-14.8,-20.5
1988,-17.7,-18.8,-8.8,-11.9,-1.6,7.9,14.8,10.8,4.5,-2.4,-14.5,-14.3
1989,-23.7,-16.1,-6.4,-11.4,3.3,12.6,15.2,10.8,6.4,-1.3,-12.0,-19.8
1990,-23.4,-13.8,-11.8,-2.8,-0.2,10.9,17.8,10.3,3.2,-5.5,-20.4,-15.4
1991,-21.2,-17.1,-17.3,-2.6,5.1,13.1,12.0,9.0,6.2,0.0,-10.1,-20.9
1992,-23.2,-14.2,-9.9,-17.0,1.9,5.3,11.1,9.5,6.3,-9.5,-19.6,-13.0
1993,-14.4,-15.6,-10.9,-7.8,-1.7,15.3,16.0,10.2,3.9,-4.4,-11.3,-16.2
1994,-17.7,-26.9,-9.7,-4.9,-3.0,12.0,12.8,10.2,,-1.1,-18.4,-13.3
1995,-10.5,-8.4,-10.1,0.7,2.8,7.3,13.3,11.5,6.3,-3.5,-13.6,-19.6
1996,-14.5,-17.1,-8.8,-10.4,0.4,8.4,12.7,7.4,1.1,-1.3,-3.4,-16.7
1997,-24.2,-23.9,-12.1,-3.4,2.0,7.3,8.1,8.4,6.8,-1.8,-15.5,-24.4
1998,-22.1,-32.0,-11.5,-13.9,-1.9,8.6,17.5,10.0,1.3,-7.8,-21.3,-21.6
1999,-27.3,-17.7,-17.8,-13.0,-6.4,5.9,12.1,9.4,4.5,-0.4,-15.0,-11.8
2000,-22.9,-13.9,-10.1,-4.1,2.1,11.2,14.8,10.3,5.4,-0.1,-9.4,-21.2
2001,-17.6,-25.0,-17.2,-5.1,2.1,9.0,11.2,12.3,6.4,-5.1,-14.6,-15.8
2002,-25.6,-16.9,-14.0,-5.4,0.1,7.4,13.3,8.3,2.1,-2.2,-14.5,-22.2
2003,-23.2,-20.3,-14.8,-7.4,2.3,8.4,12.9,15.4,5.6,0.1,-10.5,-11.4
2004,-14.9,-17.7,-17.4,-12.7,-0.6,9.4,18.1,9.3,4.8,-2.8,-8.8,-16.8
2005,-11.3,-17.0,-19.5,-10.0,4.0,8.9,14.8,11.5,7.4,1.8,-2.8,-12.4
2006,-27.3,-19.2,-14.1,-10.5,1.6,12.4,11.9,9.2,5.8,-4.6,-16.2,-13.9
2007,-11.5,-24.3,-7.8,-2.0,-0.9,9.0,18.5,11.5,6.2,1.8,-10.5,-11.3
2008,-10.7,-17.1,-14.7,-8.8,-1.3,9.0,17.2,10.0,5.6,0.9,-8.6,-9.2
2009,-21.6,-21.2,-11.7,-8.4,-1.8,9.3,13.4,10.9,7.4,-1.3,-13.5,-26.8
2010,-21.9,-28.1,-13.9,-3.9,3.1,7.7,12.4,9.7,3.7,1.4,-11.3,-18.9
2011,-18.7,-25.8,-6.9,-1.7,4.8,12.8,10.7,8.3,7.6,-0.1,-9.2,-6.7
2012,-15.8,-17.0,-17.6,-1.9,4.2,14.8,14.7,10.7,7.2,1.0,-10.4,-19.9
2013,-25.8,-13.9,-23.3,-2.4,1.4,11.4,18.5,12.2,4.5,-4.8,-5.9,-15.0
2014,-29.3,-25.8,-8.8,-5.4,1.6,10.0,10.1,10.2,4.8,-8.0,-9.9,-16.5
2015,-28.7,-14.8,-7.0,-5.8,5.4,13.0,10.4,9.0,5.8,-5.4,-11.0,-14.7
2016,-21.1,-8.0,-14.3,,,,,,,,,
