23219;1966;84;81;85;82;79;72;76;82;88;84;90;82
23219;1967;82;87;86;81;75;68;72;75;86;92;91;86
23219;1968;84;86;90;84;80;78;80;83;87;85;83;85
23219;1969;83;85;80;83;82;80;75;86;84;83;88;83
23219;1970;77;83;82;79;81;72;72;80;85;88;86;82
23219;1971;82;75;77;79;78;73;72;84;84;88;87;83
23219;1972;81;83;80;79;83;72;67;83;83;88;78;83
23219;1973;77;82;81;80;77;72;71;77;87;88;84;82
23219;1974;79;77;83;82;79;64;68;77;88;88;84;88
23219;1975;84;82;86;83;85;80;79;84;86;89;87;85
23219;1976;82;84;80;81;81;70;68;78;86;89;89;87
23219;1977;85;81;83;79;75;67;69;80;85;85;91;84
23219;1978;84;81;83;77;82;78;75;82;81;86;89;80
23219;1979;82;81;81;82;75;77;75;86;86;88;91;87
23219;1980;82;86;83;82;76;70;75;81;86;86;89;88
23219;1981;90;89;77;78;82;74;74;82;;88;91;88
23219;1982;85;87;85;84;74;74;74;87;82;85;86;84
23219;1983;84;85;87;81;80;74;74;86;89;89;88;86
23219;1984;85;84;84;81;80;69;73;81;88;88;82;83
23219;1985;76;74;82;78;81;70;71;81;84;88;84;84
23219;1986;85;81;81;80;79;69;85;83;84;88;86;75
23219;1987;74;77;78;75;78;71;76;84;79;88;84;80
23219;1988;80;80;82;78;84;69;75;76;86;87;83;82
23219;1989;79;83;79;73;74;66;76;79;86;88;85;80
23219;1990;76;82;80;78;75;68;69;83;87;86;80;82
23219;1991;78;80;75;78;70;72;82;81;85;90;86;85
23219;1992;84;85;85;80;81;76;80;87;88;84;84;87
23219;1993;85;86;86;84;82;62;68;86;89;88;84;85
23219;1994;83;77;79;81;76;63;69;78;;85;82;84
23219;1995;84;84;83;77;75;72;77;84;82;90;90;81
23219;1996;86;80;79;77;76;76;80;85;78;89;85;82
23219;1997;78;78;80;80;76;73;;83;79;90;87;84
23219;1998;83;76;80;80;79;75;75;83;88;83;76;77
23219;1999;71;75;74;77;80;76;76;86;86;90;84;92
23219;2000;87;92;87;88;76;70;67;88;86;94;89;83
23219;2001;84;77;81;83;80;73;79;80;83;86;81;80
23219;2002;75;80;82;78;81;73;78;88;84;90;84;78
23219;2003;78;82;81;80;79;78;77;82;90;92;88;86
23219;2004;84;85;80;81;81;78;67;84;86;94;92;87
23219;2005;89;85;83;86;76;70;79;77;85;91;87;82
23219;2006;74;73;79;77;75;70;83;84;83;89;84;86
23219;2007;86;81;81;81;73;76;73;86;89;92;88;88
23219;2008;85;82;78;75;77;71;72;83;90;93;89;90
23219;2009;85;86;87;84;90;84;78;85;88;94;88;78
23219;2010;80;77;83;81;79;87;83;83;89;95;88;85
23219;2011;81;77;87;91;77;74;79;85;87;93;88;88
23219;2012;83;79;79;82;79;76;81;85;87;91;90;87
23219;2013;79;82;81;85;81;73;65;81;84;91;92;87
23219;2014;79;78;88;84;86;81;84;85;91;90;90;84
23219;2015;77;85;85;81;79;76;89;88;89;92;84;88
23219;2016;81;90;82;;;;;;;;;
