36307;1949;;;-20.8;0.6;9.4;15.8;18.7;16.2;8.5;2.0;-16.6;-30.7
36307;1950;-32.0;-33.5;-19.8;-7.4;11.2;17.0;18.7;15.7;10.5;-2.8;-21.3;-30.9
36307;1951;-38.9;-32.1;-20.9;-6.4;12.3;17.2;17.9;13.0;9.5;1.0;-12.5;-22.3
36307;1952;-33.4;-35.4;-20.9;-1.6;10.1;16.0;17.5;16.4;9.7;-0.8;-19.6;-28.0
36307;1953;-32.4;-31.6;-18.5;-6.9;10.1;17.5;19.1;14.8;12.9;1.5;-14.3;-27.8
36307;1954;-33.0;-31.0;-21.7;-1.3;5.8;17.6;16.0;18.8;10.2;0.9;-12.1;-35.7
36307;1955;-38.5;-27.5;-20.5;-3.6;9.9;15.2;17.9;18.0;8.4;-0.6;-14.7;-25.7
36307;1956;-37.3;-32.4;-23.3;-0.4;10.5;15.0;18.2;15.9;9.4;1.0;-18.4;-33.2
36307;1957;-36.8;-30.4;-19.1;-1.6;8.0;17.7;17.2;14.5;7.6;-1.5;-14.1;-26.4
36307;1958;-34.3;-29.3;-22.1;-3.4;10.3;14.8;17.8;17.2;9.6;-0.6;-14.9;-23.3
36307;1959;-33.7;-30.5;-19.0;-1.9;9.2;14.8;17.4;16.2;11.5;1.1;-22.8;-33.7
36307;1960;-34.8;-29.0;-20.1;-4.6;7.9;14.8;17.9;15.3;9.3;-2.5;-18.3;-30.2
36307;1961;-35.0;-32.4;-22.0;1.2;9.0;13.3;16.9;15.0;8.8;-4.5;-15.2;-27.9
36307;1962;-34.0;-30.2;-18.1;-2.3;11.3;15.6;17.3;16.9;10.9;1.2;-16.9;-25.2
36307;1963;-32.8;-29.6;-15.0;-5.8;10.1;15.0;17.3;16.3;7.7;-0.3;-9.4;-25.3
36307;1964;-31.4;-37.9;-17.4;-3.1;10.2;17.6;18.9;17.0;9.3;-3.7;-12.2;-22.7
36307;1965;-29.0;-31.4;-19.7;-4.4;11.8;17.9;17.9;17.9;9.0;0.2;-15.9;-27.7
36307;1966;-29.4;-27.1;-15.6;-2.6;8.9;16.4;15.8;15.8;12.5;0.8;-13.2;-34.3
36307;1967;-36.7;-30.0;-18.9;1.9;12.8;14.6;17.4;13.3;7.4;1.7;-16.3;-29.4
36307;1968;-35.6;-34.6;-18.5;-2.3;9.8;17.2;19.6;15.2;6.0;-0.8;-14.0;-22.1
36307;1969;-38.8;-34.0;-17.4;2.0;9.9;18.2;19.5;13.4;7.6;1.1;-13.8;-29.4
36307;1970;-32.5;-27.0;-23.5;0.3;9.4;15.8;18.4;15.0;7.6;-0.8;-15.2;-31.0
36307;1971;-28.6;-29.6;-18.8;2.9;10.0;15.0;16.3;15.6;8.4;0.7;-10.6;-28.5
36307;1972;-31.2;-31.2;-17.6;1.2;10.8;17.8;16.6;16.2;7.8;-2.5;-13.6;-26.9
36307;1973;-31.7;-27.9;-18.2;0.2;8.0;17.0;17.1;15.8;11.2;-0.2;-12.4;-28.9
36307;1974;-32.6;-30.9;-18.8;1.5;10.7;16.2;18.9;18.1;7.8;-3.3;-15.9;-33.5
36307;1975;-31.8;-31.0;-17.4;-3.7;9.3;16.5;19.2;16.3;9.9;0.7;-13.0;-32.3
36307;1976;-32.1;-25.7;-17.6;0.7;8.5;17.6;16.6;15.0;10.3;-1.5;-21.2;-29.0
36307;1977;-38.6;-28.8;-17.2;-0.4;8.3;17.5;17.9;17.6;12.1;2.6;-11.8;-25.2
36307;1978;-31.7;-31.8;-18.6;-0.7;9.7;19.5;18.4;15.4;11.1;-0.2;-14.5;-25.8
36307;1979;-28.9;-24.4;-16.9;-1.5;11.0;19.8;18.5;15.0;10.1;3.2;-15.3;-26.5
36307;1980;-33.4;-32.2;-22.5;-6.5;10.9;16.7;18.5;18.9;10.7;-0.8;-10.8;-26.4
36307;1981;-34.8;-29.3;-16.9;2.7;11.3;18.6;18.6;15.2;10.2;-3.9;-18.8;-31.3
36307;1982;-30.1;-31.4;-18.2;1.7;12.6;16.4;17.0;15.5;10.3;3.7;-11.2;-23.4
36307;1983;-32.7;-28.2;-19.5;-4.2;10.1;13.6;16.1;16.1;8.3;2.8;-10.3;-26.9
36307;1984;-33.3;-35.3;-18.2;-2.4;11.1;16.2;15.9;13.8;10.2;1.8;-15.8;-30.5
36307;1985;-30.5;-29.6;-22.9;0.9;8.9;14.4;16.4;15.1;8.5;1.4;-14.5;-28.3
36307;1986;-30.3;-28.6;-16.8;0.3;13.2;16.5;18.2;15.5;10.6;-0.5;-20.0;-29.4
36307;1987;-29.9;-26.1;-19.8;1.2;10.6;13.5;17.5;16.2;9.6;-1.7;-14.5;-25.2
36307;1988;-31.3;-29.8;-19.3;0.2;10.4;15.2;16.7;17.5;12.5;1.2;-10.9;-22.6
36307;1989;-30.0;-29.7;-13.8;2.5;12.0;15.7;17.1;16.8;9.5;3.4;-14.4;-21.7
36307;1990;-31.9;-25.6;-14.7;1.1;12.4;15.5;19.0;14.8;9.7;4.9;-14.9;-23.8
36307;1991;-31.7;-27.3;-17.3;-1.5;10.1;16.6;19.8;16.6;10.1;2.0;-12.6;-25.9
36307;1992;-29.8;-27.6;-16.6;1.8;13.4;17.0;19.4;15.0;6.9;0.2;-12.0;-24.2
36307;1993;-33.1;-22.4;-14.7;-3.9;8.9;15.4;17.3;15.4;9.2;1.1;-13.3;-27.2
36307;1994;-26.4;-23.4;-17.7;;11.3;;;;;;;
36307;1995;-29.6;-26.8;-15.2;0.7;8.5;14.8;19.2;16.9;10.1;2.6;-9.6;-22.2
