WMO Index,Year,January,February,March,April,May,June,July,August,September,October,November,December
36307,1999,0.4,0.6,0.9,3.3,5.4,,,,5.2,3.7,1.7,0.8
36307,2000,0.3,0.4,1.5,3.6,5.7,9.4,,,5.5,2.9,1.2,0.6
36307,2001,0.3,0.4,1.8,3.6,6.0,8.8,,,6.0,3.2,2.2,0.6
36307,2002,0.6,0.6,1.6,3.0,5.5,8.9,,,5.3,3.3,1.8,0.5
36307,2003,0.4,0.5,1.2,3.4,6.1,9.7,11.1,10.0,7.2,3.4,1.4,0.6
36307,2004,0.4,0.9,1.5,4.3,6.3,9.5,10.9,9.6,6.2,3.1,1.6,0.9
36307,2005,0.2,0.2,1.3,4.0,5.4,9.1,12.0,11.8,6.5,4.0,2.0,0.4
36307,2006,0.4,0.7,1.7,3.9,5.0,9.0,12.7,9.7,5.9,4.0,2.8,1.0
36307,2007,0.5,1.0,1.9,4.2,6.2,9.1,12.9,9.7,7.3,3.1,2.0,0.6
36307,2008,0.2,0.4,2.2,4.2,5.6,9.7,12.1,10.6,7.8,4.4,2.7,0.8
36307,2009,0.3,0.5,1.4,4.4,5.7,8.7,12.0,9.6,6.1,4.4,1.5,0.6
36307,2010,0.3,0.3,1.1,3.1,5.4,9.1,11.3,8.8,6.3,4.0,2.4,0.8
36307,2011,0.2,0.5,1.1,4.2,4.3,9.9,10.8,9.2,5.0,3.6,1.7,0.8
36307,2012,0.3,0.3,1.3,4.1,4.2,8.6,10.0,10.0,5.7,3.4,1.8,0.5
36307,2013,0.4,0.5,2.4,3.9,4.1,7.7,10.1,11.0,5.8,3.6,2.2,0.8
36307,2014,0.4,0.4,1.7,4.2,4.9,7.4,9.4,8.3,4.4,3.9,1.9,0.6
36307,2015,0.5,0.7,1.8,4.0,4.7,7.7,9.5,8.2,6.0,3.4,1.9,0.9
36307,2016,0.3,0.5,2.0,4.9,4.5,8.7,12.2,11.0,7.4,3.7,1.6,0.7
36307,2017,0.5,0.6,2.1,4.3,5.0,8.2,9.9,9.5,7.1,3.4,2.0,0.6
36307,2018,0.3,0.5,2.2,3.8,4.7,8.2,11.5,10.5,6.2,4.1,1.8,0.5
36307,2019,0.3,0.4,1.9,3.5,4.0,8.7,11.6,10.8,7.4,3.1,2.1,0.8
36307,2020,0.4,0.8,1.6,3.8,4.9,8.4,11.5,11.3,6.8,3.8,2.7,0.7
