Year,January,February,March,April,May,June,July,August,September,October,November,December
1901,-51.09767,-42.19883,-30.32354,-17.82238,-3.973542,8.501167,10.20117,6.751751,-0.5488331,-20.67354,-39.27413,-39.20175
1902,-52.00175,-43.05,-36.37413,-22.02296,-7.722958,9.001167,10.80117,5.151751,-2.39825,-20.09883,-41.12471,-48.44884
1903,-45.17471,-40.39767,-31.62354,-23.27354,-2.673542,9.225293,13.74942,6.651752,-1.548833,-19.04942,-34.09825,-53.0
1904,-47.27471,-46.74942,-31.79942,-19.14767,-7.59825,5.050584,10.07471,6.325876,-2.59825,-21.34825,-34.09883,-44.22588
1905,-48.3965,-47.8,-35.27413,-21.67296,-5.398834,6.401168,7.701168,5.850584,-1.798249,-22.29767,-42.32296,-45.85117
1906,-48.30059,-44.92529,-34.02354,-19.09708,-3.522958,8.452335,11.05058,8.301167,0.551167,-16.04825,-39.42471,-43.97413
1907,-49.80175,-43.82471,-36.37413,-17.09825,-3.473541,7.401168,11.65059,5.801167,-0.648833,-13.59883,-34.84767,-52.7753
1908,-54.84942,-44.64942,-38.29767,-19.62296,-2.224125,9.700002,13.5,6.150584,2.051167,-13.87354,-38.87354,-51.3
1909,-54.25234,-49.22471,-37.32354,-16.54883,-2.822958,6.601168,12.7,9.950584,-0.8488331,-13.19883,-41.15117,-44.45
1910,-45.95,-45.12471,-36.02296,-17.37354,-4.44825,9.101169,11.97704,9.701168,-0.247666,-14.07354,-38.17471,-51.64942
1911,-53.77413,-39.85117,-32.97413,-17.57413,-6.322959,6.801167,11.67413,8.901168,-3.574125,-16.99883,-33.62471,-45.37588
1912,-49.34942,-48.15,-39.62355,-18.87413,-3.473541,11.94942,8.801168,6.401168,-2.19825,-20.69884,-38.9753,-50.95176
1913,-50.3,-49.22413,-33.72471,-22.17296,-4.273541,6.901168,11.02588,8.450584,-0.4982496,-18.84942,-41.4753,-45.22588
1914,-51.47472,-40.59942,-38.44884,-20.92296,-5.322959,10.02588,14.1,6.701168,1.151167,-17.69825,-41.62529,-43.17529
1915,-53.65001,-48.44942,-32.07413,-19.39942,-1.473541,6.001168,9.450584,3.476459,-2.224125,-21.39883,-41.57413,-51.85059
1916,-48.37704,-48.67413,-33.57296,-20.49825,-5.072374,7.201168,11.42588,9.001168,-1.948833,-13.0,-35.35,-49.77471
1917,-46.27588,-43.84883,-34.42355,-17.54883,-1.498833,9.450584,13.84942,9.300001,-0.9235414,-19.89767,-39.12413,-45.77471
1918,-49.09884,-48.42471,-32.02354,-19.34767,-4.172375,7.950584,8.650585,7.301167,-0.8488331,-15.7,-38.57471,-50.4253
1919,-50.10059,-52.60059,-37.02354,-15.54767,-3.522958,7.850585,10.05058,9.175876,1.851167,-14.37296,-37.0253,-43.47588
1920,-43.4,-41.19825,-30.39884,-12.72354,-3.522958,6.201168,11.55117,8.550585,-0.7994165,-19.69884,-40.92355,-46.9
1921,-47.9,-39.42296,-36.64884,-21.19825,-5.122958,8.151752,8.950584,8.001167,1.176459,-18.09883,-29.84942,-51.62646
1922,-51.32588,-50.44942,-34.5253,-21.62296,-5.422958,7.901168,9.550585,5.501168,-1.973541,-20.34825,-40.77413,-41.62529
1923,-51.1,-44.97529,-31.62354,-20.14767,-5.822958,6.550584,8.950584,6.801167,-2.224125,-17.79883,-36.99942,-47.20117
1924,-51.3,-46.54942,-34.72355,-21.44767,-5.44825,7.101168,9.300001,8.001167,0.8511669,-18.67413,-32.62413,-42.7753
1925,-43.82354,-48.20058,-32.25,-21.14767,-4.222958,6.001168,10.70117,6.076459,-2.122958,-16.84825,-37.92355,-44.82413
1926,-47.7,-44.95,-32.29884,-20.47238,-3.14825,4.92646,12.5,8.601168,0.8511669,-19.74825,-37.37413,-44.37471
1927,-50.50059,-48.25058,-38.17179,-17.84767,-1.524125,8.350584,10.82529,6.850584,0.9017505,-13.34942,-28.77529,-43.52588
1928,-50.45059,-46.07471,-31.77413,-16.77354,-5.272375,7.751751,9.801168,8.450584,-2.123541,-16.94883,-37.87413,-44.15059
1929,-47.97705,-42.25058,-36.72355,-20.19825,-2.722958,8.101168,10.75059,6.851751,-3.348833,-18.29883,-42.72471,-45.65175
1930,-46.80117,-46.5,-29.92238,-19.09825,-6.172375,9.301168,10.80117,7.451751,-0.04883298,-20.29883,-35.24942,-46.55059
1931,-51.45234,-48.72588,-32.32354,-22.84883,-2.823541,8.701168,13.15059,7.575876,0.3511669,-13.8,-35.94942,-43.22646
1932,-48.64883,-42.10058,-33.22355,-19.69825,-5.822958,7.901168,10.82646,8.250585,1.051167,-16.62413,-39.62471,-48.90059
1933,-44.42646,-47.35059,-36.12413,-21.44767,-3.823542,8.22646,10.95059,7.951751,-0.6982495,-15.27296,-36.49767,-45.67471
1934,-46.80001,-42.09942,-35.72355,-21.29825,-2.022958,8.351751,13.85058,6.801167,-0.09941649,-16.74942,-36.47413,-47.17413
1935,-50.1,-45.19942,-36.34942,-18.69767,-2.79825,7.501168,13.00117,8.001167,0.801167,-17.92296,-37.69942,-42.35117
1936,-51.05059,-44.02471,-36.59826,-18.62238,-2.947083,8.225876,12.65059,8.101168,0.5011671,-16.67354,-35.52238,-45.20176
1937,-47.40059,-41.1,-35.67355,-20.04767,-2.372958,8.001167,11.35058,8.501167,0.551167,-15.59883,-35.9753,-40.35059
1938,-45.85117,-44.22471,-34.59883,-16.74767,-5.14825,8.501167,11.95059,7.725876,0.8764588,-18.37471,-31.72413,-44.75117
1939,-52.32588,-43.59942,-32.97296,-21.14767,-3.597083,7.801167,9.200002,8.126459,0.9511669,-15.84942,-36.02471,-44.77588
1940,-42.6,-43.2,-31.74825,-16.99825,-3.173542,8.475876,12.17588,6.725876,-2.548833,-19.67413,-38.3753,-46.87529
1941,-48.79942,-46.37471,-37.39884,-18.74767,-3.697666,6.901168,13.42588,7.501168,-0.248833,-16.74942,-40.35,-45.90117
1942,-44.6,-44.47471,-39.34942,-19.69825,-3.59825,7.401168,10.65059,6.601168,-0.5994166,-17.24825,-36.62354,-42.87413
1943,-46.44825,-44.2,-28.74709,-14.39883,-0.6476662,7.501168,9.425293,6.801167,0.05116701,-13.89942,-35.92588,-47.12646
1944,-47.15176,-45.17471,-32.47179,-19.82354,-1.721791,7.201168,9.850585,8.101168,1.701751,-18.34942,-36.30059,-43.22588
1945,-50.7753,-44.75058,-35.32354,-17.34767,-1.222958,7.850585,11.45059,8.901168,-1.148833,-14.99883,-35.82471,-44.97588
1946,-49.35059,-48.3,-35.49884,-19.09825,-4.073542,7.650584,10.85058,5.901168,-2.223541,-19.69884,-38.52471,-47.12471
1947,-48.40001,-39.19883,-32.52354,-17.22296,-4.548833,7.625876,11.15059,6.901168,0.8511669,-12.07471,-34.9,-46.15117
1948,-48.80059,-42.44942,-31.22355,-17.39708,-1.422958,8.651752,9.650585,8.02646,-1.873541,-15.87354,-37.19942,-47.45059
1949,-49.52588,-44.6,-31.87413,-17.04767,-2.922958,7.351751,9.950584,5.801167,0.1011669,-15.27354,-39.85,-42.52588
1950,-45.49942,-45.24942,-36.22355,-21.69825,-6.29825,7.201168,8.950584,4.801167,-2.348833,-19.09883,-40.69942,-47.52588
1951,-50.8253,-45.69883,-34.67413,-21.74767,-3.873542,8.025876,10.85058,8.351751,0.4258752,-15.69883,-37.8,-42.54942
1952,-50.85175,-46.57529,-31.24767,-19.22296,-5.873542,6.850584,12.80117,9.27646,0.3005835,-19.5,-40.75117,-45.62529
1953,-45.92529,-45.52471,-32.17413,-18.04767,-1.922958,8.125876,11.3,7.550584,0.651167,-16.99883,-36.52471,-45.95058
1954,-48.5,-43.89883,-35.14884,-15.17237,-4.673542,7.801167,11.30117,6.901168,-1.148833,-14.79883,-37.62471,-44.87646
1955,-44.85059,-44.99883,-37.74884,-22.04767,-3.622958,8.025876,9.750586,7.901168,-1.548833,-18.19884,-39.32471,-46.0253
1956,-46.77472,-41.97471,-33.97413,-23.59825,-5.373542,9.801168,10.75059,5.701168,-0.4741248,-21.39883,-35.90001,-43.05
1957,-45.80059,-45.87471,-35.87413,-19.04767,-2.973541,8.601168,9.750586,6.201168,-1.723541,-20.52413,-38.67471,-46.2753
1958,-48.7,-45.82471,-37.17413,-21.09825,-6.24825,6.201168,10.95059,8.725876,0.251167,-19.12413,-45.02588,-45.72588
1959,-47.60001,-44.45,-30.02354,-18.69825,-1.39825,8.450584,10.42646,7.151752,0.451167,-17.3,-33.52471,-48.75059
1960,-46.2753,-38.44,-29.480000000000008,-19.040000000000003,-2.964285714285714,11.396428571428572,13.93,7.487096774193549,-1.457142857142857,-19.26,-29.628571428571423,-37.59333333333333
1961,-41.23333333333333,-38.214814814814815,-34.21923076923077,-21.553571428571438,-6.248387096774193,11.79310344827586,11.864516129032255,6.34,0.6821428571428572,-14.793548387096775,-26.225,-35.18518518518518
