Year,Month,Pv,Klo,TZ,Precipitation (mm), Temperature (degC)
2011,1,1,00:00,UTC,,-12.3
2011,2,1,00:00,UTC,,-18
2011,3,1,00:00,UTC,,-5.6
2011,4,1,00:00,UTC,,2.3
2011,5,1,00:00,UTC,,5.9
2011,6,1,00:00,UTC,,12.5
2011,7,1,00:00,UTC,,14.9
2011,8,1,00:00,UTC,,11.4
2011,9,1,00:00,UTC,,9
2011,10,1,00:00,UTC,,3
2011,11,1,00:00,UTC,,-1.8
2011,12,1,00:00,UTC,,-3.8
2012,1,1,00:00,UTC,,-11
2012,2,1,00:00,UTC,,-14
2012,3,1,00:00,UTC,,-4.8
2012,4,1,00:00,UTC,,-1.9
2012,5,1,00:00,UTC,,5.6
2012,6,1,00:00,UTC,,9.4
2012,7,1,00:00,UTC,,12.7
2012,8,1,00:00,UTC,,11.4
2012,9,1,00:00,UTC,,6.7
2012,10,1,00:00,UTC,,0.5
2012,11,1,00:00,UTC,,-3.8
2012,12,1,00:00,UTC,,-14
2013,1,1,00:00,UTC,,-9.9
2013,2,1,00:00,UTC,,-9
2013,3,1,00:00,UTC,,-12.8
2013,4,1,00:00,UTC,,-1.2
2013,5,1,00:00,UTC,,9
2013,6,1,00:00,UTC,,14.7
2013,7,1,00:00,UTC,,14.6
2013,8,1,00:00,UTC,,13.9
2013,9,1,00:00,UTC,,9.4
2013,10,1,00:00,UTC,,0.3
2013,11,1,00:00,UTC,,-5.4
2013,12,1,00:00,UTC,,-7.3
2014,1,1,00:00,UTC,,-14.3
2014,2,1,00:00,UTC,,-3.9
2014,4,1,00:00,UTC,,0.1
2014,5,1,00:00,UTC,,4.4
2014,6,1,00:00,UTC,,10.1
2014,7,1,00:00,UTC,,16.9
2014,8,1,00:00,UTC,,13.4
2014,9,1,00:00,UTC,,7.5
2014,10,1,00:00,UTC,,-0.8
2014,11,1,00:00,UTC,,-7.1
2014,12,1,00:00,UTC,,-8.9
2015,1,1,00:00,UTC,,-14.8
2015,2,1,00:00,UTC,,-6.8
2015,3,1,00:00,UTC,,-2.2
2015,4,1,00:00,UTC,,0.9
2015,5,1,00:00,UTC,,5.9
2015,6,1,00:00,UTC,,9.8
2015,7,1,00:00,UTC,,10.8
2015,8,1,00:00,UTC,,13.3
2015,9,1,00:00,UTC,,9.4
2015,10,1,00:00,UTC,,0.7
2015,11,1,00:00,UTC,,-2.5
2015,12,1,00:00,UTC,,-8
2016,1,1,00:00,UTC,,-17
2016,2,1,00:00,UTC,,-7
2016,3,1,00:00,UTC,,-3.8
2016,4,1,00:00,UTC,,0.9
2016,5,1,00:00,UTC,,8.8
2016,6,1,00:00,UTC,,11
2016,7,1,00:00,UTC,,15.8
2016,8,1,00:00,UTC,,11.3
2016,9,1,00:00,UTC,,8.4
2016,10,1,00:00,UTC,,1.9
2016,11,1,00:00,UTC,,-5.2
2016,12,1,00:00,UTC,,-7.3
2017,1,1,00:00,UTC,,-9.1
2017,2,1,00:00,UTC,,-10.1
2017,3,1,00:00,UTC,,-5.7
2017,4,1,00:00,UTC,,-2.6
2017,5,1,00:00,UTC,,2.3
2017,6,1,00:00,UTC,,8.7
2017,7,1,00:00,UTC,,14.6
2017,8,1,00:00,UTC,,11.3
2017,9,1,00:00,UTC,,7
2017,10,1,00:00,UTC,,0.9
2017,11,1,00:00,UTC,,-5.9
2017,12,1,00:00,UTC,,-11
2018,1,1,00:00,UTC,,-12.9
2018,2,1,00:00,UTC,,-13.1
2018,3,1,00:00,UTC,,-11
2018,4,1,00:00,UTC,,-0.4
2018,5,1,00:00,UTC,,8.9
2018,6,1,00:00,UTC,,10.1
2018,7,1,00:00,UTC,,19.4
2018,8,1,00:00,UTC,,12.9
2018,9,1,00:00,UTC,,7.9
2018,10,1,00:00,UTC,,0.1
2018,11,1,00:00,UTC,,-0.6
2018,12,1,00:00,UTC,,-7.8
2019,1,1,00:00,UTC,,-13.8
2019,2,1,00:00,UTC,,-12.2
2019,3,1,00:00,UTC,,-7.4
2019,4,1,00:00,UTC,,1.8
2019,5,1,00:00,UTC,,4.4
2019,6,1,00:00,UTC,,10.4
2019,7,1,00:00,UTC,,12.6
2019,8,1,00:00,UTC,,11.5
2019,9,1,00:00,UTC,,7.4
2019,10,1,00:00,UTC,,-2.6
2019,11,1,00:00,UTC,,-8.8
2019,12,1,00:00,UTC,,-5.8
2020,1,1,00:00,UTC,,-10.6
2020,2,1,00:00,UTC,,-8.3
2020,3,1,00:00,UTC,,-5
2020,4,1,00:00,UTC,,-1.8
2020,5,1,00:00,UTC,,4.5
2020,6,1,00:00,UTC,,13
2020,7,1,00:00,UTC,,14.8
2020,8,1,00:00,UTC,,12.3
2020,9,1,00:00,UTC,,8.1
2020,10,1,00:00,UTC,,2.6
2020,11,1,00:00,UTC,,-0.8
2020,12,1,00:00,UTC,,-6.7
2021,1,1,00:00,UTC,,-13
2021,2,1,00:00,UTC,,-13
2021,3,1,00:00,UTC,,-5.2
2021,4,1,00:00,UTC,,0.6
2021,5,1,00:00,UTC,,3.5
2021,6,1,00:00,UTC,,14.5
2021,7,1,00:00,UTC,,15.3
2021,8,1,00:00,UTC,,11.7
2021,9,1,00:00,UTC,,6.2
2021,10,1,00:00,UTC,,0.5
2021,11,1,00:00,UTC,,-7.5
2021,12,1,00:00,UTC,,-11.6
2022,1,1,00:00,UTC,,-10.4
